CID,FIELD,GROUP,zHD,MU,MUERR,PROBIA,HOST_RA,HOST_DEC,HOST_LOGMASS,kappa_raw,kappa_ext,kappa_gal_ext,kappa_cl_ext,gamma,dmu_pred,zbin,rand_mean,rand_sig,n_rand_ok,area_frac,area_flag,cl_dz_min_2am,frac_nir,n_spec_region,hr,hr_glob
1849276,X3,X,0.61412,42.97053,0.1868,0.99995,36.26992,-3.840862,9.765,0.0044516767793204666,-0.0038810146336164955,-0.00036259507432857916,-0.0035184195592879173,0.006481486010351085,0.008757896187604426,0.6250000000000002,0.008332691412936962,0.005594521554226572,496,1.0,False,0.24575620152157207,0.0166270783847981,28317,0.1847394223963191,0.19892466965068123
1258433,X3,X,0.61445,43.08686,0.2462,0.99998,37.153908,-4.783628,9.567,0.000868719297280501,-0.007470220144282495,-0.00407803808817109,-0.0033921820561114042,0.006331554962625743,0.016577432871256143,0.6250000000000002,0.008338939441562996,0.005597971799510911,496,0.7,True,,0.7717666948436179,28317,0.29967112709555704,0.3138563743499192
1331925,X3,X,0.61496,42.819,0.2321,0.9993,35.535458,-4.200425,10.547,0.02892133552923332,0.020572740043430095,-0.0010683196150681456,0.02164105965849824,0.0127084132109778,-0.04538159650577599,0.6250000000000002,0.008348595485803224,0.005603303996768525,496,1.0,False,0.23335562490711842,0.7375149820215741,28317,0.02965152826747171,0.04383677552183385
1331883,X3,X,0.61882,42.94493,0.2316,1.0,36.733181,-5.246075,9.693,0.003190277582806082,-0.0052314009045016365,-0.0018044343722899365,-0.0034269665322117,0.008665494709776594,0.011676053970596472,0.6250000000000002,0.008421678487307719,0.0056436614113065525,496,1.0,False,0.01858143586068865,0.9728260869565217,28317,0.13929130868284986,0.153476555937212
1305409,X2,X,0.61935,42.71444,0.1625,0.99997,35.237675,-6.930185,10.449,0.0012145579912276779,-0.007217155208721848,-0.003905790430921135,-0.0033113647778007134,0.006547311673500601,0.016031883634138766,0.6250000000000002,0.008431713199949526,0.005649202714338976,496,1.0,False,,0.0,28317,-0.09342788545327367,-0.07924263819891153
1256335,X3,X,0.61939,42.92372,0.1837,0.99999,35.884377,-4.883103,9.48,0.015724883066041025,0.007292412529288344,0.011071794533237093,-0.0037793820039487493,0.016048679076127705,-0.015980351373015945,0.6250000000000002,0.008432470536752681,0.005649620925888593,496,1.0,False,,0.9651318730442557,28317,0.11568394709203729,0.12986919434639943
1256807,X3,X,0.61943,42.62422,0.2218,1.0,35.787994,-4.840434,11.107,0.0012953405480397727,-0.0071378873255160645,-0.0032042037936005786,-0.003933683531915486,0.002013234275812381,0.015900797719977253,0.6250000000000002,0.008433227873555837,0.00565003913743821,496,1.0,False,,0.9718061674008811,28317,-0.183984210037501,-0.16979896278313888
1594042,X2,X,0.61981,42.93407,0.1523,0.99998,35.477482,-6.693662,10.334,0.0007547021245172677,-0.007685720448668547,-0.003779133689677573,-0.0039065867589909735,0.0034593881647354313,0.01708374925440302,0.6250000000000002,0.008440422573185814,0.005654012147159571,496,1.0,False,0.0001790333434168282,0.0,28317,0.12426881195930391,0.13845405921366605
1260463,X3,X,0.62023,42.85226,0.2188,0.99962,36.070965,-4.969434,10.313,0.008082935753153322,-0.0003654388564656198,-0.002757026222521936,0.0023915873660563134,0.017538973348234413,0.0007991098545824075,0.6250000000000002,0.008448374609618942,0.005658403368430547,496,1.0,False,,0.922977066205106,28317,0.04069481372462021,0.05488006097898235
1258249,X1,X,0.62104,42.88673,0.195,0.99921,35.265743,-4.73115,9.285,0.013767717777102007,0.0053040070972191645,0.008985795775845493,-0.0036817886786263293,0.011957580929789767,-0.011471390254140408,0.6250000000000002,0.008463710679882842,0.00566687215231029,496,1.0,False,,0.9539551357733176,28317,0.07176602235477943,0.08595126960914157
1261456,X1,X,0.62162,42.90798,0.1512,1.0,34.099319,-4.503503,10.685,0.0071777666368591,-0.0012969254266694931,0.0006031289246832819,-0.0019000543513527758,0.009768137811736277,0.0030667093205065943,0.6250000000000002,0.008474692063528593,0.005672936219779733,496,1.0,False,,0.9561802397684994,28317,0.09058490880406807,0.10477015605843021
1904061,X1,X,0.62336,42.88673,0.1476,0.99942,34.676975,-5.059036,10.457,0.014867533303300649,0.006359897088834797,-0.00047234790504750625,0.006832244993882303,0.008387598540127522,-0.013717057552712377,0.6250000000000002,0.008507636214465852,0.005691128422188067,496,1.0,False,0.07291050660358764,0.9022113022113022,28317,0.06205449048010776,0.0762397377344699
1849109,X2,X,0.62398,42.64063,0.1168,1.0,35.525978,-5.678913,10.219,0.004948623296380178,-0.00357075163853458,-0.0015642341968720467,-0.002006517441662535,0.008916030876134136,0.00805486745962359,0.6250000000000002,0.008519374934914758,0.005697610701207128,496,1.0,False,0.14317910319092603,0.09299307958477508,28317,-0.1866350115199681,-0.172449764265606
