CID,survey,zHD,rvar_gal_cl,rvar_gal_tot,rvar_cl_cl,rvar_cl_tot,var_zp
1849276,des:X,0.61412,3.7675796182300305e-07,1.5464205937686457e-06,1.2990586122864516e-07,1.416122330547251e-07,6.310216012238888e-08
1258433,des:X,0.61445,2.312065845468115e-09,1.2723060215284966e-07,1.0119313882747715e-07,9.608706286691153e-08,6.318001666959538e-08
1331925,des:X,0.61496,7.30346114847977e-07,2.039735870402313e-06,0.000118568308271625,0.0003213995985104012,6.330043483911662e-08
1331883,des:X,0.61882,1.0198628337019716e-07,7.900295787802821e-07,1.1088301815377462e-07,9.638402858431385e-08,6.421555267231869e-08
1305409,des:X,0.61935,2.9905461268523963e-09,2.362785380864214e-08,1.2091804785979377e-07,1.3807841377491068e-07,6.434171634615727e-08
1256335,des:X,0.61939,3.2357091484026375e-06,1.5804183420554803e-05,1.5314948088486308e-08,1.4870627274090723e-08,6.435124315773634e-08
1256807,des:X,0.61943,7.420955127727716e-08,1.3915658321609597e-07,7.587838203804305e-10,1.972179459025102e-09,6.43607706745633e-08
1594042,des:X,0.61981,3.952588096631854e-08,1.1755474816749928e-07,1.0654242314470309e-08,2.1027061811125897e-08,6.445131725852253e-08
1260463,des:X,0.62023,3.8840536273540023e-07,9.90196221192099e-07,5.366061445159613e-06,1.0417115286188867e-05,6.455146911263231e-08
1258249,des:X,0.62104,1.1761913656087322e-05,1.543261672700368e-05,3.0579276924333214e-08,4.185039440161278e-08,6.474483869078395e-08
1261456,des:X,0.62162,1.2678623790251594e-06,2.844869075168468e-06,8.439253394561856e-07,1.8135544008791167e-06,6.488347853566207e-08
1904061,des:X,0.62336,1.0240779936976246e-06,2.2191154181242283e-06,4.224004609682029e-05,7.687648643417477e-05,6.530028773757274e-08
1849109,des:X,0.62398,1.7821178290004176e-07,7.415268236851162e-07,2.2965747983105693e-06,1.886860532331685e-06,6.544912843247915e-08
1899029,des:X,0.62411,1.253907146945422e-07,6.059655829291496e-07,2.204935151479488e-06,2.1579007893021184e-06,6.548035845323149e-08
1916193,des:X,0.62565,5.216616098850743e-08,4.395949924893568e-07,7.30346546089996e-09,9.091711595884087e-09,6.593780385277537e-08
1321116,des:X,0.62684,1.1436158119064935e-07,3.920775863757452e-07,2.542253166727541e-08,5.478903058287543e-08,6.638465257502072e-08
1891107,des:X,0.62735,1.1039439092769223e-07,3.5604170381995324e-07,2.982691576408962e-07,4.073313453357639e-07,6.65766211084955e-08
1295417,des:X,0.62753,1.026930895932334e-07,3.4105582444019006e-07,1.2852549025298762e-07,1.2376616954136743e-07,6.664444088239612e-08
1294667,des:X,0.62818,2.784619302962298e-06,8.618284255496892e-06,2.2701713230612252e-08,3.678865951425511e-08,6.688963306746826e-08
1380034,des:X,0.62935,1.6205486690709939e-06,6.882051463947629e-06,7.319472534030599e-07,6.47237581157064e-07,6.733211354646377e-08
1251603,des:X,0.63033,2.2753440937937704e-07,8.691689290376393e-07,1.5255532932271887e-07,1.6301837595939213e-07,6.77038608323008e-08
1559147,des:X,0.63231,1.6101022343128292e-09,6.022990812838454e-09,2.788561973581346e-07,2.820908888265413e-07,6.845806472175991e-08
1330642,des:X,0.63391,1.1887697141666321e-06,3.3262825457756182e-06,9.50428536354412e-07,1.725576853747082e-06,6.907057429275717e-08
1311631,des:X,0.64039,3.237658968313072e-06,9.47362635828778e-06,1.2909319707888423e-06,1.3735951601234922e-06,7.157913464870559e-08
1500086,des:X,0.64129,1.2758027596163323e-05,2.8380919682647132e-05,9.297144669547107e-10,2.136525294865668e-09,7.193108467166162e-08
1578063,des:X,0.64298,8.818734075256992e-08,3.957019743673916e-07,1.0120647871736975e-09,1.1849187526556157e-09,7.259430072570091e-08
1250397,des:X,0.64304,6.594213388895924e-07,1.1050865883449688e-06,5.222531192323366e-06,4.232256845868798e-06,7.261790280187326e-08
1308568,des:X,0.64304,3.1339426032025116e-07,4.082518161558885e-07,1.3315668079733221e-08,1.9765879317376546e-08,7.261790280187326e-08
1296793,des:X,0.64392,1.5876660473756147e-06,1.4100679466935267e-05,2.1962082011871753e-07,2.738605767639707e-07,7.296450731848969e-08
1452065,des:X,0.64509,2.484854723877729e-07,1.3783915829315984e-06,3.6216848805768696e-09,3.6182964191623427e-09,7.342661170061963e-08
1305946,des:X,0.64663,1.2186831796058492e-08,1.0806258210766804e-07,3.7944879505399693e-10,2.3088999942898217e-10,7.403707524712326e-08
1899158,des:X,0.64747,9.054393817816049e-07,8.110883893481177e-06,1.4184578058612637e-07,1.3580977572596836e-07,7.437112053860297e-08
1336693,des:X,0.64795,8.191297844719434e-08,1.0791773586328452e-07,8.044693274919814e-06,7.275457793183169e-06,7.456234114484701e-08
1339102,des:X,0.64795,1.1932368331690836e-07,1.5981703606704166e-07,1.0280692926416429e-05,1.014151278418594e-05,7.456234114484701e-08
1296671,des:X,0.64852,4.160903511092605e-08,3.234257206479409e-07,1.8557630495856226e-07,6.296357274344298e-07,7.478973449599245e-08
1928108,des:X,0.6508,5.278274314195485e-07,1.556794370316198e-06,2.167699334930759e-06,1.221442141936462e-06,7.57027700396767e-08
1263090,des:X,0.65206,2.6241249286807273e-07,1.8211052922941692e-06,2.832526610106418e-08,2.7849006051037205e-08,7.62097188181689e-08
1342707,des:X,0.65243,1.6177562983175598e-07,2.7679782793848926e-07,4.02088071715884e-06,3.747981258173955e-06,7.635890606142731e-08
1263039,des:X,0.65514,1.2348019028641006e-06,7.0172541989308306e-06,1.0179348393423132e-08,7.244764657218085e-09,7.745604899720018e-08
1300590,des:X,0.65633,1.107704573040542e-07,1.0936266770972761e-06,2.185494957756554e-08,6.181556798473722e-08,7.794029297759804e-08
1296173,des:X,0.65763,6.08743752209718e-08,2.0917236183622783e-07,1.9917459959885823e-06,5.234401872048631e-06,7.847102368254535e-08
1430255,des:X,0.65806,2.426879195246551e-05,5.452854435813789e-05,3.121607319416428e-05,4.652368046426852e-05,7.864696942002583e-08
1334686,des:X,0.65904,5.124610729746517e-06,1.0871336250000255e-05,2.868671484191683e-08,4.472014124863963e-08,7.904869825506559e-08
1310475,des:X,0.66375,1.2926378939730855e-07,3.6637346253188463e-07,7.303296603582645e-08,1.1023449082265474e-07,8.099373523366968e-08
1314369,des:X,0.66386,4.2128356827198053e-07,1.5145266363689512e-06,9.357660909860424e-09,7.881886386961515e-09,8.103944321668139e-08
1340751,des:X,0.6648,5.673885347746062e-07,1.483891197470948e-06,2.2706937241209993e-07,1.275002178021305e-07,8.143056458219788e-08
1905127,des:X,0.66579,2.391370129788889e-07,6.217236452265836e-07,4.148452796302213e-06,2.800951345502273e-06,8.184350829801114e-08
1252939,des:X,0.66666,1.8888463353445358e-06,8.592673177724327e-06,8.595647455551505e-07,1.203385357170535e-06,8.220726040821764e-08
1319058,des:X,0.66811,1.3788174331153105e-06,3.2862351444320063e-06,2.3003793812090605e-06,4.14404307464715e-06,8.28153062668681e-08
1310304,des:X,0.66881,6.685668291360975e-08,3.81837125990695e-07,5.825849074323403e-08,4.5890931702949604e-08,8.31096475119936e-08
1370247,des:X,0.66882,0.00010228789067242258,0.00016694684469836031,1.962461973652722e-06,3.503167542384916e-06,8.31138561698083e-08
1250916,des:X,0.66948,2.6873849017046754e-07,1.102970124975008e-06,1.888047941484128e-05,4.306920083168623e-05,8.339186319011214e-08
1296919,des:X,0.67698,1.5261314829946916e-07,5.989980446900903e-07,4.401728111154676e-07,8.002277607544775e-07,8.649128330685785e-08
1531078,des:X,0.67713,4.107572739024475e-06,5.53717493823203e-06,1.3747312718602225e-06,2.2359934598727327e-06,8.654869847019522e-08
1908493,des:X,0.67829,2.816510982221771e-07,1.8246674161247195e-06,1.1527574568560651e-06,1.732284124880783e-06,8.699335238145259e-08
1795052,des:X,0.67924,1.1876857273721e-05,3.929747959177391e-05,1.0653227305238544e-06,1.5684689394760723e-06,8.73583571965637e-08
1311884,des:X,0.68136,4.069168011523181e-07,3.100099282064357e-06,1.0583260223444965e-05,2.5546240696908994e-05,8.817564955505851e-08
1299090,des:X,0.68339,3.2915896240768226e-07,1.6998266064845668e-06,9.359636253356657e-09,5.605493033204688e-09,8.89618120082493e-08
1900124,des:X,0.68533,4.88267403445641e-07,2.230006642403674e-06,4.150353635425736e-06,3.744569701850217e-06,8.971638048555603e-08
1861474,des:X,0.68966,1.7344830327937232e-07,1.1265747472454055e-06,2.066054122921313e-07,1.4043028961391713e-07,9.141203964143494e-08
1305308,des:X,0.68972,1.5209599310298514e-07,3.984717300470683e-07,3.882341700749409e-07,7.185452584831244e-07,9.1435647582181e-08
1255730,des:X,0.69107,2.542605930297864e-07,1.1436223109188588e-06,1.5141244702674107e-05,4.38678361629177e-05,9.196763208582361e-08
1333442,des:X,0.69209,2.4455031752006273e-06,7.424653658582402e-06,1.1192761755596206e-07,2.218725097603628e-07,9.237059932677958e-08
1299033,des:X,0.69226,3.901615990519784e-05,6.0925351544043804e-05,3.1814738676644895e-07,3.294148069523323e-07,9.243784617626334e-08
1487043,des:X,0.69226,6.723418086215529e-08,7.652048004046727e-07,5.75145479447547e-07,7.107099892317311e-07,9.243784617626334e-08
1252917,des:X,0.69277,6.890053500186335e-10,1.3167883158190705e-09,4.200308175921824e-08,4.985386962268448e-08,9.263973354069168e-08
1316853,des:X,0.69304,1.0996327779350445e-05,2.3373193434845752e-05,1.351218410733808e-08,2.45011673045422e-08,9.274670424298534e-08
1370181,des:X,0.6931,3.797898082364662e-07,3.848995559579155e-06,1.0709345498970547e-06,5.681146068708307e-07,9.277048389238907e-08
1260105,des:X,0.6941,7.808854851780815e-08,7.006673153961115e-07,3.104278024883772e-08,2.4084259014078735e-08,9.316726012795353e-08
1299190,des:X,0.69836,1.122795177195025e-07,5.17568550243944e-07,1.2082279959247759e-09,2.4278749754510675e-09,9.486701303278071e-08
1373123,des:X,0.69879,4.6122093061645345e-08,3.507282582870641e-07,2.5891862586603807e-08,1.9208548281804998e-08,9.503943809487245e-08
1279714,des:X,0.69938,8.390923952098328e-08,5.865098524786682e-07,7.01821496033564e-07,1.0193649416541283e-06,9.527627608851311e-08
1250950,des:X,0.70099,1.1385449786411252e-08,4.733762099665e-08,6.300252530589845e-07,6.791373616796876e-07,9.592406230426364e-08
1307261,des:X,0.70351,1.563046937086925e-05,2.731562101248916e-05,3.254133320465898e-05,3.710138193146745e-05,9.694239455851988e-08
1314296,des:X,0.70426,5.642090348501755e-09,3.962333061493226e-08,5.7927867943337445e-06,7.387358377455865e-06,9.724650788735329e-08
1559051,des:X,0.7051,2.156148747865617e-07,1.0117178958516986e-06,9.092366252193804e-05,0.00022189233484833987,9.758768023498705e-08
1952075,des:X,0.70525,2.369688442981014e-06,2.744257347598375e-06,1.9884430438353416e-06,9.477942705314578e-07,9.764866673519835e-08
1289812,des:X,0.70875,9.291586974252343e-10,1.6644708850817077e-09,2.0479434183564e-08,2.1446790227186203e-08,9.907709330348576e-08
1647048,des:X,0.70882,1.2503943686974784e-07,4.4693894507380626e-07,6.47497576249378e-07,9.829350557693432e-07,9.91057676287233e-08
1341556,des:X,0.71584,7.851914289309127e-07,2.0310093723240357e-06,0.00016359516082001274,0.0008276415408941019,1.0200246345017424e-07
1330995,des:X,0.71827,7.609508765118002e-08,3.2895064940813797e-07,6.756989863511042e-07,3.3966698275088887e-07,1.0301488732860646e-07
1311903,des:X,0.71912,3.866932758319947e-08,8.959887715809499e-08,2.902532361225283e-07,1.729973567480111e-07,1.0337020765373446e-07
1331993,des:X,0.71961,9.336447892438233e-08,9.205613084961933e-07,6.380097006955342e-07,7.453493325115761e-07,1.035753173387809e-07
1338665,des:X,0.72062,1.04782149107724e-06,4.33296322806116e-06,1.5062949665605475e-07,1.699551645220773e-07,1.039987358120903e-07
1308529,des:X,0.72212,3.725233447820603e-07,2.641868783886537e-06,1.717661997405421e-07,2.3420433396808085e-07,1.0462916902212145e-07
1890212,des:X,0.72776,1.0313314694487936e-05,2.1489445578346166e-05,3.5879517273379417e-06,1.9255599078754104e-06,1.0726700188690486e-07
1264689,des:X,0.73162,1.4233181828687734e-07,5.256751102561155e-07,5.433248270466196e-05,7.934299592830239e-05,1.0927174201008686e-07
1770254,des:X,0.7348,1.8994062197323654e-06,1.4355666402197628e-05,1.9030746241286053e-07,4.2016231356682015e-07,1.1093725940425842e-07
1692030,des:X,0.73802,3.5124791815780466e-07,1.7436517445674606e-06,0.0002597401895779154,0.0014680770690573479,1.1263656244829938e-07
1252822,des:X,0.73927,9.897377575859968e-07,4.837313418384731e-06,1.6781374062987393e-07,2.3404182024579084e-07,1.1329970996773421e-07
1260522,des:X,0.74133,5.1645916762211244e-08,3.5804154210943187e-07,8.212932017013636e-09,5.484363415004351e-09,1.1439682406222635e-07
1296802,des:X,0.74392,1.7639631819162027e-07,5.340911695330373e-07,3.6199722131069774e-07,1.859709475143281e-07,1.1578370669999772e-07
1317372,des:X,0.74393,4.4554833848670844e-07,1.6695020549054186e-06,4.5141761654565336e-06,3.1623371539161802e-06,1.1578907765338422e-07
1488098,des:X,0.75076,2.993844417328861e-05,5.766134000593287e-05,1.896646223768801e-08,5.092352791158264e-08,1.1948653674342525e-07
1302550,des:X,0.75249,1.8478892218224992e-06,4.096258474937733e-06,1.770693169847763e-08,1.1223884540692738e-08,1.2043230571703896e-07
1293028,des:X,0.75366,3.5352032610652435e-06,6.529854574685802e-06,5.930479166458257e-06,1.6624612762611104e-05,1.2107404315931484e-07
1308453,des:X,0.75572,1.330517877916757e-07,7.039232644710621e-07,1.6372509118547634e-08,1.8069473591496517e-08,1.222080841889145e-07
1904182,des:X,0.76657,0.00018868565248436449,0.00034049929146229616,4.667800362272828e-08,9.382346181822619e-08,1.282683124196534e-07
1251645,des:X,0.76679,7.314795493993525e-07,1.1986516597600672e-05,2.8249400776059224e-07,3.226441489051328e-07,1.283927095185311e-07
1251652,des:X,0.77155,5.643045243315611e-06,9.66847078457743e-06,3.691241906031296e-08,3.1883336053402346e-08,1.3109897498054716e-07
1303257,des:X,0.77159,1.0768014177985676e-06,6.268747552370372e-06,6.262674192574408e-07,1.2059010977099915e-06,1.3112183629481002e-07
1259589,des:X,0.77327,2.196636748978634e-06,4.670459674661065e-06,5.129472323810225e-08,4.66467251304507e-08,1.3208381128860804e-07
1889155,des:X,0.77826,5.033408607222684e-06,1.2875323099447461e-05,8.511324040050256e-08,1.9962639448883443e-07,1.3497956722872764e-07
1861451,des:X,0.78049,4.6506905740570754e-07,2.7722815110557518e-06,5.1594928994918385e-08,1.0426320050200569e-07,1.3628803947918593e-07
1833468,des:X,0.78375,1.1948292868440293e-07,1.0926523300876076e-06,2.8226553176781465e-06,3.535751965037373e-06,1.3821223088085056e-07
1331887,des:X,0.78398,5.057151822980221e-07,3.7186134986823925e-06,7.913888458194605e-08,5.5549943724210546e-08,1.3834849610212352e-07
1250454,des:X,0.78734,2.3590170389527849e-07,7.832078149026726e-07,6.614594154817167e-06,6.495683598343799e-06,1.403468079380706e-07
1856065,des:X,0.78892,5.6075540186989264e-05,6.565694548886585e-05,1.4458728476312382e-06,1.4002998488468443e-06,1.4129144339909875e-07
1255501,des:X,0.78956,1.4527165446925921e-08,6.220178014450762e-08,8.445094927726732e-08,1.2038682472350166e-07,1.4167498217474818e-07
1434262,des:X,0.78964,1.362493335755659e-06,5.310033295806749e-06,4.831480623961189e-07,4.4933114519355903e-07,1.4172296107414585e-07
1254566,des:X,0.79118,2.5717933635863317e-07,1.1159843830754465e-06,1.754400158505828e-06,3.54077575825519e-06,1.4264813806514665e-07
1265349,des:X,0.79939,5.688388282462562e-07,4.506299066600333e-06,5.541516319852617e-06,3.0755586120490483e-06,1.4763121022521624e-07
1535064,des:X,0.80078,2.490373217933057e-07,3.6407883469371045e-06,0.0005297255918322747,0.0018647177365392854,1.4848334085081853e-07
1385052,des:X,0.80106,8.906626659252716e-08,8.977489646438452e-07,7.598914451124188e-07,6.455246491238833e-07,1.4865528979791652e-07
1299258,des:X,0.80109,3.63005582350389e-08,6.612176987152211e-07,1.5636445812255704e-07,2.8843906213083397e-07,1.4867371880108642e-07
1502132,des:X,0.80181,4.365912239120934e-06,1.565275916058764e-05,3.047339650554829e-06,2.195573770349701e-06,1.4911635755632626e-07
1579146,des:X,0.80325,1.5395851658225246e-06,3.7025328416826613e-06,3.405819567899747e-06,9.758280865589445e-06,1.5000360889862337e-07
1367180,des:X,0.80342,1.9316974274555802e-06,1.1962377382991881e-05,4.099551036256458e-06,9.143259673450101e-06,1.5010852753631018e-07
1642117,des:X,0.81237,5.812126007332448e-07,2.512906397855408e-06,1.6563468736383307e-08,2.5848289072564555e-08,1.5568398308129803e-07
1300777,des:X,0.81684,3.9036971098151095e-05,7.127212530237213e-05,1.9325051573633685e-05,2.5370246795619574e-05,1.5850666353774845e-07
1260427,des:X,0.8175,6.0860506454806595e-06,3.4928166455399216e-05,9.706740102365334e-07,1.7681938794814622e-06,1.589255837469463e-07
1255824,des:X,0.81852,2.5834306028654482e-06,6.6564188778104836e-06,1.8581141284656752e-08,1.8685182117618403e-08,1.595740933235506e-07
1330599,des:X,0.81932,1.5437818147608256e-06,4.5769916879990885e-06,5.495192966860909e-07,1.1173686265491319e-06,1.6008365225007682e-07
1250980,des:X,0.81967,2.4557287207504072e-08,1.1041171778228799e-07,1.8084146905399727e-07,7.097093043094029e-08,1.6030683970330602e-07
1879412,des:X,0.81984,2.1516285879145777e-08,2.674513247261197e-07,5.062439000325942e-08,5.5621873202095076e-08,1.6041530113557544e-07
1251618,des:X,0.82172,3.6446452517734157e-07,1.2751191175665395e-06,2.4767395290633594e-06,2.772025748921547e-06,1.6161720268846383e-07
1258529,des:X,0.82394,7.697410749790657e-07,1.2300265462486165e-06,1.8072711147473544e-08,1.0468289970436685e-08,1.630422454630083e-07
1645145,des:X,0.82627,1.298622961395067e-07,6.520862716680339e-07,2.1443498147734473e-08,8.116612565531218e-09,1.644882225404465e-07
1334581,des:X,0.82736,2.677210395315911e-06,1.0500822928495226e-05,2.103793470372041e-07,1.9524142684203697e-07,1.6514479257915131e-07
1246791,des:X,0.83066,1.7810907916939128e-07,1.3026360543042339e-06,8.876660731304873e-07,1.1592145065973782e-06,1.671405465322343e-07
1305541,des:X,0.83293,6.141822753392626e-06,2.468826851053106e-05,2.5402734727793683e-07,2.977792075716334e-07,1.685203420711647e-07
1252918,des:X,0.83583,1.05066176674062e-06,2.1193998001982583e-06,1.1559652691080694e-08,1.6277055297731937e-08,1.7029132804550073e-07
1390345,des:X,0.83592,8.948727457250594e-07,2.9086815312723217e-06,5.170419962252783e-07,5.274903106650219e-07,1.7034643778174379e-07
1861472,des:X,0.83776,1.281386705452416e-07,4.5178954566229606e-07,7.446247502703224e-05,0.00018705953053338816,1.7147508017012174e-07
1876462,des:X,0.83954,1.1696906878018184e-07,5.399790877325925e-07,4.6772582078123887e-07,8.487122515621012e-07,1.725704653183496e-07
1253871,des:X,0.8478,3.8905460153959013e-07,5.755688853379502e-07,2.4934484305392447e-07,1.2579334095433303e-07,1.776991864987317e-07
1253857,des:X,0.85652,1.6823513642195452e-06,6.344509669427643e-06,8.943226097934949e-07,4.0366864334846905e-07,1.831950162922591e-07
1260459,des:X,0.85674,1.052331018850619e-06,9.280108201950662e-06,6.100722953098509e-07,9.258536177168578e-07,1.8333475500154333e-07
1338749,des:X,0.85806,1.7710656833596485e-08,8.195578192356901e-08,0.0010791601711171875,4.462061456101243e-05,1.841743060341743e-07
1260461,des:X,0.85855,2.8363982374248873e-06,7.488726867487638e-06,3.3493700295841703e-06,4.412367646840848e-06,1.8448644567039114e-07
1295291,des:X,0.86179,3.4145976586373716e-07,8.652581344378591e-07,2.608609846669302e-07,3.667516832389658e-07,1.8655704062864938e-07
1479130,des:X,0.8624,3.154877836058499e-05,8.008340640492852e-05,1.8621257910591976e-07,2.7966571236417914e-07,1.8694816739101887e-07
1296161,des:X,0.86243,7.624755658902687e-08,2.1469788503018176e-07,3.59278465200642e-07,3.7903109626028796e-07,1.8696741370039235e-07
1317956,des:X,0.86917,1.4306223633467186e-06,9.52729455880657e-06,8.152532161911111e-05,0.0003070657020383485,1.9131653080477594e-07
1342580,des:X,0.87472,1.1652160364792498e-06,3.891959909866969e-06,1.0976952401366613e-06,1.0247502445857115e-06,1.9493531703801635e-07
1879483,des:X,0.87565,8.996962581439954e-06,0.00013765362349375107,2.4889719873453787e-05,7.548994679545335e-05,1.9535927686928616e-07
1250896,des:X,0.87971,1.658565661585247e-07,9.883117934655486e-07,5.499038006972954e-05,7.579983123194018e-05,1.968647789798828e-07
1456020,des:X,0.88189,2.824580653427845e-06,1.0415795576323383e-05,2.0016670995682766e-05,1.625671185193933e-05,1.9767553648934344e-07
1371111,des:X,0.88352,8.558978569782796e-07,3.092736779212843e-06,5.4144271029263e-08,1.5721323976526877e-08,1.9828283366656141e-07
1878692,des:X,0.8845,2.2838042997338563e-06,1.1971473065777831e-05,3.1318850155853377e-07,4.493707281961902e-07,1.9864840547017664e-07
1253761,des:X,0.89441,1.1577144910761778e-07,5.193881101957081e-07,6.6929076279050485e-06,7.960904705213904e-06,2.023640739593241e-07
1402076,des:X,0.89611,4.789078435840623e-07,1.4126176182024527e-06,9.214554179628609e-05,0.00023069723938932366,2.0300493383098237e-07
1305486,des:X,0.89888,1.0211144955577405e-06,2.159752576827513e-06,1.77422842785843e-06,2.913765893703753e-06,2.040513288231936e-07
1253816,des:X,0.90824,4.5994880761667766e-08,2.6582944157386226e-07,7.299523807811902e-05,0.00011299059804134511,2.0760706317004753e-07
1246650,des:X,0.90888,3.911877048694449e-07,1.3966480413658062e-06,3.975974171393641e-07,4.966360516012686e-07,2.0785131213738757e-07
1299266,des:X,0.91289,3.46083303213409e-06,6.754744515832444e-06,6.940788155293614e-07,1.8670062968567798e-06,2.0938495304992254e-07
1901832,des:X,0.91696,1.081728781943431e-07,6.735250409941092e-07,2.072212695030851e-05,3.281162471122616e-05,2.1094730560415995e-07
1255737,des:X,0.91896,4.468364323039343e-07,2.895481681720545e-06,2.053515837984276e-07,2.5301429118379076e-07,2.117171743930948e-07
1252926,des:X,0.92427,1.2592486768132716e-06,9.38076377905685e-06,5.501636771080393e-05,0.0001915396571230078,2.1376797995943813e-07
1617068,des:X,0.93075,7.002721904548087e-07,4.34712325180964e-06,4.567079306177054e-08,6.732183217828954e-08,2.1806697254890344e-07
1262782,des:X,0.94444,4.434679392650256e-08,3.040784843103607e-07,7.537148941765485e-06,1.848941781694136e-05,2.2777945814490003e-07
1252620,des:X,0.95299,1.0119055381768816e-05,9.21197144554555e-06,3.2464950367489926e-06,4.176531875289268e-06,2.3395267480145263e-07
1395159,des:X,0.9569,3.0693092542602597e-06,7.570518143514671e-06,0.00011221866584559709,0.0001516899867989525,2.3680325145705585e-07
1339276,des:X,0.96363,1.635356155632777e-06,7.665000890712451e-06,9.689956804683594e-07,9.722489555266715e-07,2.4175016743473037e-07
1559048,des:X,0.98,8.323628024472147e-07,5.708464661283953e-06,4.1251616092207073e-07,7.20790417651034e-07,2.517124890813625e-07
1299327,des:X,0.98158,2.439370763798683e-06,2.888632709873115e-05,3.677732528646809e-08,2.9009479333787993e-08,2.5218379636792436e-07
1935095,des:X,0.99268,1.0128477777660965e-06,3.3009867101788926e-06,0.00022420307881037651,0.0008427388226052554,2.555073061755935e-07
1311921,des:X,1.04436,7.839123017927741e-05,0.00021146454212047773,1.3005318713888902e-07,8.707758696638297e-08,2.7738596671565105e-07
1259241,des:C,0.10543,9.030692263947091e-09,9.40357330864193e-08,7.009628579318102e-10,2.2659408512647185e-10,1.1435805015663765e-10
1336975,des:C,0.11048,1.1963469950105235e-09,1.7961472033925073e-07,1.5009336450214018e-13,2.48103138360778e-13,1.1435805015663765e-10
1289982,des:C,0.11621,5.096254589979888e-11,1.646203557800986e-10,9.721058883697098e-15,1.7707301216985615e-14,1.1435805015663765e-10
1879649,des:C,0.11979,2.5146620612542938e-08,8.590830253660068e-08,1.6323436318724436e-15,1.4454879051256266e-15,1.1435805015663765e-10
1833339,des:C,0.13051,1.2725630270355525e-07,3.209245421197118e-07,4.706750398432532e-11,4.8285536877882283e-11,1.7417904752677828e-10
1871023,des:C,0.1484,7.88231599349212e-11,1.25349689909728e-09,3.974973968988724e-11,1.0589690217607616e-10,4.548528398544869e-10
1299775,des:C,0.16008,3.1737448866955366e-08,4.641641176551154e-08,1.5190313662951222e-10,1.0927360941454225e-10,7.094186584624199e-10
1303279,des:C,0.17273,7.027275091111949e-10,9.721657259028612e-09,2.1200122608440126e-10,1.0409239660767962e-10,1.0486805471662109e-09
1303496,des:C,0.17978,8.183188471660762e-10,1.5674949379531395e-09,1.6320614694823987e-07,1.572477396899747e-07,1.280486512009623e-09
1339392,des:C,0.18148,1.1127926828899017e-09,2.0730181722193042e-08,3.0289750756633448e-09,2.4126966496247395e-09,1.3414948164275507e-09
1261193,des:C,0.19246,2.615181967550837e-05,2.8837992586241842e-05,1.422646755419966e-11,4.9495086647688046e-11,1.7697347007994487e-09
1879208,des:C,0.19471,1.0263277571862969e-05,9.894546912099229e-05,3.902808809060032e-09,9.027365515392413e-09,1.864800530501471e-09
1253920,des:C,0.19555,4.414255380811284e-08,4.217369134350355e-07,5.801339956599643e-11,5.537652199582053e-11,1.9009293276805604e-09
1281119,des:C,0.19902,1.0582053464166253e-11,5.337848647724882e-08,1.2138286252193074e-09,1.7944190106313537e-09,2.053849218916084e-09
1782065,des:C,0.20173,3.408907944406152e-08,1.7199233585695569e-06,2.4997184738729176e-10,9.512953253053487e-10,2.177390310998031e-09
1283373,des:C,0.20753,6.373298246297129e-08,1.1839986599594957e-07,2.0993928493452884e-09,1.2159384704546752e-09,2.453919346189513e-09
1324509,des:C,0.21062,8.794932471716407e-08,6.252400656952167e-07,1.986762491121745e-09,3.2506542190987445e-09,2.607990021010596e-09
1791048,des:C,0.21094,2.6953083521372465e-10,1.467051445068063e-08,2.77841882041852e-11,1.6148405376268897e-11,2.6242135902872116e-09
1257366,des:C,0.21136,8.409298305983583e-09,4.22531413955896e-08,4.084210747951531e-10,9.501823174979068e-10,2.6455833663914115e-09
1887027,des:C,0.21303,1.078383594018628e-10,5.490154793647164e-09,2.926532880417653e-06,4.04785219498809e-06,2.73141098478369e-09
1297501,des:C,0.21492,6.11894423191213e-08,1.1461486901421158e-07,1.4801775198866692e-11,1.3641385639147219e-11,2.8301979242958064e-09
1249851,des:C,0.21511,4.5668869144256443e-10,7.332092475487517e-08,8.679123441059626e-10,5.505079876811616e-10,2.840225958967166e-09
1371126,des:C,0.21601,1.913545769285101e-09,1.4550860650359523e-08,7.850283985279408e-10,1.094415002275519e-09,2.887968137675742e-09
1304442,des:C,0.21711,3.3309740338930276e-08,1.1746016512289343e-07,1.1149772928064876e-11,2.5863064736188347e-11,2.94686007277112e-09
1290816,des:C,0.21847,2.4928917280203183e-10,1.1147978017013484e-09,1.1381161432593327e-07,1.1273738970414296e-07,3.0204936954810343e-09
1304678,des:C,0.21883,1.57491159773579e-07,1.0871335150573148e-07,1.0115630950667969e-10,5.0106495904838766e-11,3.0401370418983674e-09
1302187,des:C,0.21942,1.5842240781477982e-09,2.6645972065253182e-08,4.9211713155268636e-11,7.165228864506878e-11,3.072467979020162e-09
1259352,des:C,0.21986,6.0075158571749906e-09,3.338404074437078e-08,1.4634904711599023e-10,1.4686668832836853e-10,3.0966905053332207e-09
1259246,des:C,0.22284,5.6613938585757636e-09,1.579437818460375e-08,5.200807979737761e-09,5.257659250088203e-09,3.2632464202948966e-09
1879426,des:C,0.22941,2.461750212774861e-07,1.2991983016590362e-06,6.814482982313876e-08,6.151769772708314e-08,3.769937123847952e-09
1262201,des:C,0.23279,1.500228621117245e-08,2.4121337440379864e-08,1.9713417072486787e-10,2.18083266009075e-10,4.077568783654158e-09
