ls_id,ra,dec,z_best,z_is_spec,sig_z,engine,logm_p16,logm_p50,logm_p84,sig_m_photz,sig_m_total,kappa_max,kappa_sum,n_sn,survey_region
10995437186071360,36.27034939315992,-4.248550322865035,0.1159209012985229,False,0.0584066435694694,sbi_zfix,8.582551345198919,9.15011154112177,9.372806891768743,0.2267,0.4555,4.426569772179703e-05,4.426569772179703e-05,1,union3:5
10995429650990520,34.17329189475633,-5.516098187981235,0.4673415422439575,False,0.0421210564672946,sbi_zfix,10.483391060155297,10.578545822423363,10.696851982396508,0.0638,0.1243,4.424539397172331e-05,4.424539397172331e-05,1,des:X
10995224337712648,9.646397561745676,-43.46323077245665,0.294009268283844,False,0.0214792340993881,sbi_zfix,10.91465568425871,11.103862761285077,11.181524275567304,0.0834,0.1573,4.4144164886519406e-05,4.4144164886519406e-05,1,des:E
10995429654139067,34.98872153070172,-5.396868955259292,0.1791470944881439,False,0.0322651416063308,sbi_zfix,10.879043808660592,10.997568360052194,11.060205689153756,0.1252,0.1546,4.4133844070913146e-05,4.648220421440248e-05,2,des:X
10995301656564092,54.5315160089925,-27.82361418818121,0.1298578232526779,False,0.0232854448258876,sbi_zfix,9.938692819285482,10.078579198527425,10.175941240000814,0.0904,0.1491,4.411824101099496e-05,4.411824101099496e-05,1,des:C
10995437186065305,36.18587717515055,-4.304111532464972,0.1491442217121119,True,0.0,sbi_zfix,10.634206379905896,10.794954861656384,10.926395024315076,0.0,0.1461,4.410946453352092e-05,4.410946453352092e-05,1,union3:5
10995295003360565,53.3225200301987,-29.12244743596539,0.142863854765892,False,0.031691551208496,sbi_zfix,9.332766288906182,9.529803985744561,9.653797859340752,0.123,0.2022,4.4090280110252504e-05,4.4090280110252504e-05,1,des:C
10995435679257583,35.92052231669335,-4.562651769009151,0.1157125662794475,True,0.0,sbi_zfix,10.01033633405599,10.075800353831381,10.18265479261312,0.0,0.0862,4.407048511796464e-05,4.407048511796464e-05,1,des:X
10995437189204313,36.82686076105315,-4.19385987577499,0.2276538908481598,False,0.0755312591791153,sbi_zfix,8.626770692140663,9.101676659853066,9.365256028444374,0.2931,0.4715,4.405409572015041e-05,4.405409572015041e-05,1,des:X
10995435682401843,36.65446112775899,-4.490447942630416,0.3355232179164886,False,0.0337409451603889,sbi_zfix,9.847453578508247,10.273680194414009,10.402261241472115,0.0511,0.2821,4.402172164303195e-05,4.402172164303195e-05,1,des:X
10995296321414662,51.76363814800897,-28.63160622667393,0.5428951978683472,False,0.0809416398406028,sbi_zfix,10.80236929703661,10.925494373330555,11.056439579019031,0.0897,0.1555,4.401758409727216e-05,4.401758409727216e-05,1,union3:4
10995298981644084,52.74264609254899,-28.2050280852744,0.2137462198734283,False,0.0950541272759437,sbi_zfix,9.28908345500813,9.583224270742994,9.84781262676106,0.3689,0.4628,4.4012981458153936e-05,4.4012981458153936e-05,1,des:C
10995304328339723,52.11708976433651,-27.36117180882205,0.5981645584106445,False,0.0351134538650512,sbi_zfix,11.081789671392873,11.196068464727833,11.30589550635381,0.0389,0.1186,4.399203283580867e-05,4.399203283580867e-05,1,des:C
10995437180825904,35.04636355968353,-4.167945028739406,0.14044077437697,True,0.0,sbi_zfix,10.376681057303022,10.563384739248823,10.662033764212202,0.0,0.1427,4.398981687717142e-05,4.398981687717142e-05,1,des:X
10995221066159648,9.186773776642022,-44.22311075551941,0.1325204670429229,False,0.0765463933348655,sbi_zfix,8.240652316589571,8.60540127136252,9.007326358337618,0.2971,0.485,4.389982887095135e-05,4.389982887095135e-05,1,des:E
10995296321415361,51.77730079051079,-28.62682476738059,0.7101956605911255,False,0.0670608803629875,sbi_zfix,9.983631338053582,10.213541234904168,10.397703374796746,0.0744,0.22,4.3895877514527506e-05,4.3895877514527506e-05,1,des:C
10995302992447961,53.7683000140734,-27.60199101934484,0.1933124959468841,False,0.0199714843183755,sbi_zfix,10.75056248497067,10.852014358749967,10.934357460251432,0.0775,0.1202,4.388795053211056e-05,4.388795053211056e-05,1,des:C
10995437186071034,36.26574097614842,-4.240935477958544,0.4611378610134125,False,0.0652264207601547,sbi_zfix,9.670060655922848,9.98787834391113,10.099916956276852,0.0988,0.2365,4.377698664761005e-05,4.377698664761005e-05,1,union3:5
10995431157800801,35.01275941608755,-5.306768699829424,0.1952807158231735,False,0.0075390269048511,sbi_zfix,10.806617802127066,10.96653570984191,11.11599745605773,0.0293,0.1574,4.376541570811802e-05,4.376541570811802e-05,1,des:X
10995221069309006,10.29527231587956,-44.181570153758,0.3292520344257355,False,0.0125869307667016,sbi_zfix,10.845300787830869,10.916446799183408,10.986806982899228,0.0191,0.0733,4.372850161419736e-05,4.372850161419736e-05,1,des:E
10995437189204908,36.8340976152997,-4.324763048204252,0.2561067635718915,True,0.0,sbi_zfix,10.742480316787558,10.834575691848594,10.922254601150351,0.0,0.0899,4.366350879152672e-05,4.366350879152672e-05,1,des:X
10995219987175251,9.574280575798513,-44.48517563512504,0.1514389663934707,False,0.0213711708784103,sbi_zfix,10.46707435797527,10.576025926578785,10.742969476688648,0.0829,0.161,4.365400786628918e-05,4.365400786628918e-05,1,des:E
10995296322464220,52.02436952888041,-28.64217689903153,0.0722886621952056,False,0.0090853404253721,sbi_zfix,10.444083091498936,10.614604827643955,10.721951362372959,0.0353,0.1433,4.3632165554349016e-05,4.3632165554349016e-05,1,union3:4
10995302989317414,53.10479131504329,-27.50316269476027,0.4098676443099975,False,0.0584358125925064,sbi_zfix,9.802892527803726,10.205453715547867,10.34862025760109,0.0885,0.2869,4.362558421879458e-05,4.362558421879458e-05,1,des:C
10995435670864679,33.85967854806267,-4.458261618468533,0.0840878890611958,True,0.0,sbi_zfix,10.226599675858656,10.37465952082936,10.441552144730727,0.0,0.1075,4.357406073204698e-05,4.8635820271005414e-05,2,des:X
10995296329802406,53.97956849131671,-28.71893521302442,0.1199240386486053,False,0.0121225379407405,sbi_zfix,10.365511332110103,10.463185701922114,10.538863573626216,0.047,0.0986,4.356394646943367e-05,4.356394646943367e-05,1,union3:4
10995304330435939,52.61954068876115,-27.3718880847324,0.5258681178092957,False,0.0487213023006916,sbi_zfix,10.142709563502823,10.44550764394716,10.672997763881241,0.054,0.2706,4.352699736240559e-05,4.352699736240559e-05,1,des:C
10995298981646106,52.76484607690325,-28.19766685309823,0.2947511970996856,False,0.0309791695326566,sbi_zfix,10.631595767813394,10.776259578543375,10.869465183096597,0.1202,0.1691,4.352290776600594e-05,4.352290776600594e-05,1,des:C
10995301652365931,53.32481122430374,-27.86784606238245,0.9088943004608154,False,0.0915982276201248,sbi_zfix,10.406460531677883,10.51597106787173,10.725757482971828,0.1016,0.1892,4.351362001266987e-05,4.351362001266987e-05,1,des:C
