CID,GROUP,zHD,rvar_gal_cl,rvar_gal_tot,rvar_cl_cl,rvar_cl_tot,var_zp
1260463,X,0.62023,3.884053627354003e-07,9.90196221192099e-07,5.366061445159613e-06,1.0417115286188868e-05,6.455146911263231e-08
1258249,X,0.62104,1.1761913656087322e-05,1.543261672700368e-05,3.0579276924333214e-08,4.1850394401612785e-08,6.474483869078395e-08
1261456,X,0.62162,1.2678623790251594e-06,2.844869075168468e-06,8.439253394561856e-07,1.8135544008791167e-06,6.488347853566207e-08
1904061,X,0.62336,1.0240779936976246e-06,2.2191154181242283e-06,4.224004609682029e-05,7.687648643417477e-05,6.530028773757275e-08
1849109,X,0.62398,1.7821178290004176e-07,7.415268236851162e-07,2.2965747983105693e-06,1.886860532331685e-06,6.544912843247916e-08
1899029,X,0.62411,1.253907146945422e-07,6.059655829291496e-07,2.204935151479488e-06,2.1579007893021184e-06,6.548035845323149e-08
1916193,X,0.62565,5.216616098850744e-08,4.395949924893568e-07,7.30346546089996e-09,9.091711595884089e-09,6.593780385277537e-08
1321116,X,0.62684,1.1436158119064937e-07,3.920775863757452e-07,2.542253166727541e-08,5.478903058287544e-08,6.638465257502072e-08
1891107,X,0.62735,1.1039439092769224e-07,3.560417038199533e-07,2.982691576408962e-07,4.073313453357639e-07,6.65766211084955e-08
1295417,X,0.62753,1.026930895932334e-07,3.410558244401901e-07,1.2852549025298764e-07,1.2376616954136745e-07,6.664444088239613e-08
1294667,X,0.62818,2.784619302962298e-06,8.618284255496892e-06,2.2701713230612252e-08,3.6788659514255116e-08,6.688963306746827e-08
1380034,X,0.62935,1.620548669070994e-06,6.882051463947629e-06,7.319472534030599e-07,6.47237581157064e-07,6.733211354646378e-08
1251603,X,0.63033,2.2753440937937706e-07,8.691689290376393e-07,1.525553293227189e-07,1.6301837595939213e-07,6.77038608323008e-08
1559147,X,0.63231,1.610102234312829e-09,6.022990812838454e-09,2.788561973581346e-07,2.820908888265413e-07,6.845806472175992e-08
1330642,X,0.63391,1.188769714166632e-06,3.3262825457756182e-06,9.50428536354412e-07,1.725576853747082e-06,6.907057429275718e-08
1311631,X,0.64039,3.237658968313072e-06,9.47362635828778e-06,1.2909319707888423e-06,1.3735951601234922e-06,7.15791346487056e-08
1500086,X,0.64129,1.2758027596163324e-05,2.8380919682647132e-05,9.297144669547107e-10,2.136525294865668e-09,7.193108467166163e-08
1578063,X,0.64298,8.818734075256992e-08,3.957019743673916e-07,1.0120647871736975e-09,1.1849187526556155e-09,7.259430072570091e-08
1250397,X,0.64304,6.594213388895924e-07,1.1050865883449688e-06,5.222531192323366e-06,4.232256845868798e-06,7.261790280187326e-08
1308568,X,0.64304,3.1339426032025116e-07,4.082518161558885e-07,1.331566807973322e-08,1.9765879317376543e-08,7.261790280187326e-08
1296793,X,0.64392,1.5876660473756149e-06,1.4100679466935269e-05,2.1962082011871753e-07,2.738605767639707e-07,7.29645073184897e-08
1452065,X,0.64509,2.484854723877729e-07,1.3783915829315984e-06,3.6216848805768692e-09,3.618296419162342e-09,7.342661170061964e-08
1305946,X,0.64663,1.2186831796058492e-08,1.0806258210766805e-07,3.7944879505399693e-10,2.3088999942898214e-10,7.403707524712326e-08
1899158,X,0.64747,9.054393817816048e-07,8.110883893481177e-06,1.4184578058612637e-07,1.3580977572596838e-07,7.437112053860298e-08
1336693,X,0.64795,8.191297844719435e-08,1.0791773586328452e-07,8.044693274919814e-06,7.275457793183169e-06,7.456234114484701e-08
1339102,X,0.64795,1.1932368331690838e-07,1.5981703606704168e-07,1.0280692926416427e-05,1.014151278418594e-05,7.456234114484701e-08
1296671,X,0.64852,4.160903511092605e-08,3.234257206479409e-07,1.8557630495856226e-07,6.296357274344298e-07,7.478973449599246e-08
1928108,X,0.6508,5.278274314195485e-07,1.556794370316198e-06,2.167699334930759e-06,1.221442141936462e-06,7.57027700396767e-08
1263090,X,0.65206,2.6241249286807273e-07,1.8211052922941692e-06,2.8325266101064182e-08,2.7849006051037205e-08,7.62097188181689e-08
1342707,X,0.65243,1.61775629831756e-07,2.767978279384893e-07,4.02088071715884e-06,3.747981258173955e-06,7.635890606142731e-08
1263039,X,0.65514,1.2348019028641006e-06,7.0172541989308306e-06,1.0179348393423132e-08,7.2447646572180855e-09,7.745604899720018e-08
1300590,X,0.65633,1.107704573040542e-07,1.093626677097276e-06,2.185494957756554e-08,6.181556798473723e-08,7.794029297759804e-08
1296173,X,0.65763,6.08743752209718e-08,2.0917236183622785e-07,1.9917459959885823e-06,5.234401872048631e-06,7.847102368254536e-08
1430255,X,0.65806,2.426879195246551e-05,5.452854435813789e-05,3.121607319416428e-05,4.652368046426852e-05,7.864696942002583e-08
1334686,X,0.65904,5.124610729746517e-06,1.0871336250000255e-05,2.8686714841916834e-08,4.4720141248639634e-08,7.90486982550656e-08
1310475,X,0.66375,1.2926378939730857e-07,3.663734625318847e-07,7.303296603582646e-08,1.1023449082265475e-07,8.099373523366969e-08
1314369,X,0.66386,4.212835682719806e-07,1.5145266363689512e-06,9.357660909860424e-09,7.881886386961515e-09,8.10394432166814e-08
1340751,X,0.6648,5.673885347746062e-07,1.483891197470948e-06,2.2706937241209993e-07,1.275002178021305e-07,8.143056458219788e-08
1905127,X,0.66579,2.391370129788889e-07,6.217236452265836e-07,4.148452796302213e-06,2.800951345502273e-06,8.184350829801114e-08
1252939,X,0.66666,1.888846335344536e-06,8.592673177724327e-06,8.595647455551505e-07,1.203385357170535e-06,8.220726040821765e-08
1319058,X,0.66811,1.3788174331153105e-06,3.2862351444320063e-06,2.3003793812090605e-06,4.14404307464715e-06,8.28153062668681e-08
1310304,X,0.66881,6.685668291360975e-08,3.81837125990695e-07,5.825849074323404e-08,4.5890931702949604e-08,8.31096475119936e-08
1370247,X,0.66882,0.0001022878906724,0.0001669468446983,1.962461973652722e-06,3.503167542384916e-06,8.31138561698083e-08
1250916,X,0.66948,2.6873849017046754e-07,1.102970124975008e-06,1.888047941484128e-05,4.306920083168623e-05,8.339186319011215e-08
1296919,X,0.67698,1.5261314829946919e-07,5.989980446900903e-07,4.401728111154676e-07,8.002277607544775e-07,8.649128330685785e-08
1531078,X,0.67713,4.107572739024475e-06,5.53717493823203e-06,1.3747312718602225e-06,2.2359934598727327e-06,8.654869847019522e-08
1908493,X,0.67829,2.816510982221771e-07,1.8246674161247195e-06,1.1527574568560651e-06,1.732284124880783e-06,8.69933523814526e-08
1795052,X,0.67924,1.1876857273721e-05,3.929747959177391e-05,1.0653227305238544e-06,1.5684689394760723e-06,8.73583571965637e-08
1311884,X,0.68136,4.069168011523181e-07,3.100099282064357e-06,1.0583260223444964e-05,2.554624069690899e-05,8.817564955505851e-08
1299090,X,0.68339,3.2915896240768226e-07,1.6998266064845668e-06,9.359636253356656e-09,5.605493033204688e-09,8.89618120082493e-08
1900124,X,0.68533,4.88267403445641e-07,2.230006642403674e-06,4.150353635425736e-06,3.744569701850217e-06,8.971638048555603e-08
1861474,X,0.68966,1.7344830327937234e-07,1.1265747472454057e-06,2.066054122921313e-07,1.4043028961391713e-07,9.141203964143495e-08
1305308,X,0.68972,1.5209599310298514e-07,3.984717300470683e-07,3.882341700749409e-07,7.185452584831244e-07,9.1435647582181e-08
1255730,X,0.69107,2.542605930297864e-07,1.1436223109188588e-06,1.5141244702674108e-05,4.38678361629177e-05,9.196763208582361e-08
1333442,X,0.69209,2.4455031752006273e-06,7.424653658582402e-06,1.1192761755596207e-07,2.218725097603628e-07,9.237059932677958e-08
1299033,X,0.69226,3.901615990519784e-05,6.092535154404381e-05,3.18147386766449e-07,3.294148069523323e-07,9.243784617626334e-08
1487043,X,0.69226,6.72341808621553e-08,7.652048004046727e-07,5.75145479447547e-07,7.107099892317311e-07,9.243784617626334e-08
1252917,X,0.69277,6.890053500186334e-10,1.3167883158190703e-09,4.200308175921824e-08,4.9853869622684484e-08,9.263973354069169e-08
1316853,X,0.69304,1.0996327779350445e-05,2.3373193434845752e-05,1.3512184107338081e-08,2.45011673045422e-08,9.274670424298535e-08
1370181,X,0.6931,3.797898082364662e-07,3.848995559579155e-06,1.0709345498970547e-06,5.681146068708307e-07,9.277048389238908e-08
1260105,X,0.6941,7.808854851780816e-08,7.006673153961115e-07,3.1042780248837724e-08,2.4084259014078735e-08,9.316726012795353e-08
1299190,X,0.69836,1.122795177195025e-07,5.17568550243944e-07,1.2082279959247759e-09,2.4278749754510675e-09,9.486701303278072e-08
1373123,X,0.69879,4.6122093061645345e-08,3.507282582870641e-07,2.5891862586603807e-08,1.9208548281805e-08,9.503943809487245e-08
1279714,X,0.69938,8.390923952098329e-08,5.865098524786682e-07,7.01821496033564e-07,1.0193649416541283e-06,9.527627608851312e-08
1250950,X,0.70099,1.1385449786411252e-08,4.733762099665e-08,6.300252530589845e-07,6.791373616796876e-07,9.592406230426365e-08
1307261,X,0.70351,1.563046937086925e-05,2.731562101248916e-05,3.254133320465898e-05,3.710138193146745e-05,9.694239455851989e-08
1314296,X,0.70426,5.642090348501755e-09,3.9623330614932264e-08,5.7927867943337445e-06,7.387358377455865e-06,9.724650788735329e-08
1559051,X,0.7051,2.156148747865617e-07,1.0117178958516986e-06,9.092366252193804e-05,0.0002218923348483,9.758768023498705e-08
1952075,X,0.70525,2.369688442981014e-06,2.744257347598375e-06,1.9884430438353416e-06,9.477942705314578e-07,9.764866673519836e-08
1289812,X,0.70875,9.291586974252343e-10,1.6644708850817075e-09,2.0479434183564e-08,2.1446790227186203e-08,9.907709330348576e-08
1647048,X,0.70882,1.2503943686974786e-07,4.4693894507380626e-07,6.47497576249378e-07,9.829350557693432e-07,9.91057676287233e-08
1341556,X,0.71584,7.851914289309127e-07,2.0310093723240357e-06,0.00016359516082,0.0008276415408941,1.0200246345017424e-07
1330995,X,0.71827,7.609508765118002e-08,3.2895064940813797e-07,6.756989863511042e-07,3.396669827508889e-07,1.0301488732860647e-07
1311903,X,0.71912,3.866932758319947e-08,8.959887715809499e-08,2.902532361225283e-07,1.729973567480111e-07,1.0337020765373447e-07
1331993,X,0.71961,9.336447892438233e-08,9.205613084961932e-07,6.380097006955342e-07,7.453493325115761e-07,1.035753173387809e-07
1338665,X,0.72062,1.04782149107724e-06,4.33296322806116e-06,1.5062949665605478e-07,1.699551645220773e-07,1.039987358120903e-07
1308529,X,0.72212,3.725233447820603e-07,2.641868783886537e-06,1.717661997405421e-07,2.3420433396808085e-07,1.0462916902212145e-07
1890212,X,0.72776,1.0313314694487936e-05,2.148944557834617e-05,3.5879517273379417e-06,1.9255599078754104e-06,1.0726700188690487e-07
1264689,X,0.73162,1.4233181828687736e-07,5.256751102561155e-07,5.433248270466196e-05,7.934299592830239e-05,1.0927174201008687e-07
1770254,X,0.7348,1.8994062197323656e-06,1.4355666402197628e-05,1.9030746241286053e-07,4.201623135668202e-07,1.1093725940425843e-07
1692030,X,0.73802,3.5124791815780466e-07,1.7436517445674606e-06,0.0002597401895779,0.0014680770690573,1.1263656244829939e-07
1252822,X,0.73927,9.897377575859968e-07,4.837313418384731e-06,1.6781374062987393e-07,2.3404182024579086e-07,1.1329970996773421e-07
1260522,X,0.74133,5.164591676221125e-08,3.580415421094319e-07,8.212932017013636e-09,5.484363415004351e-09,1.1439682406222637e-07
1296802,X,0.74392,1.763963181916203e-07,5.340911695330373e-07,3.619972213106978e-07,1.859709475143281e-07,1.1578370669999773e-07
1317372,X,0.74393,4.4554833848670854e-07,1.6695020549054186e-06,4.5141761654565336e-06,3.16233715391618e-06,1.1578907765338423e-07
1488098,X,0.75076,2.993844417328861e-05,5.766134000593287e-05,1.896646223768801e-08,5.0923527911582646e-08,1.1948653674342525e-07
1302550,X,0.75249,1.8478892218224992e-06,4.096258474937733e-06,1.770693169847763e-08,1.1223884540692738e-08,1.2043230571703896e-07
1293028,X,0.75366,3.5352032610652435e-06,6.529854574685802e-06,5.930479166458257e-06,1.6624612762611104e-05,1.2107404315931484e-07
1308453,X,0.75572,1.330517877916757e-07,7.039232644710621e-07,1.6372509118547634e-08,1.8069473591496517e-08,1.222080841889145e-07
1904182,X,0.76657,0.0001886856524843,0.0003404992914622,4.667800362272829e-08,9.382346181822621e-08,1.282683124196534e-07
1251645,X,0.76679,7.314795493993525e-07,1.1986516597600672e-05,2.8249400776059224e-07,3.226441489051328e-07,1.283927095185311e-07
1251652,X,0.77155,5.643045243315611e-06,9.66847078457743e-06,3.6912419060312966e-08,3.1883336053402346e-08,1.3109897498054716e-07
1303257,X,0.77159,1.0768014177985676e-06,6.268747552370372e-06,6.262674192574408e-07,1.2059010977099915e-06,1.3112183629481004e-07
1259589,X,0.77327,2.196636748978634e-06,4.670459674661065e-06,5.1294723238102257e-08,4.66467251304507e-08,1.3208381128860806e-07
1889155,X,0.77826,5.033408607222684e-06,1.287532309944746e-05,8.511324040050256e-08,1.9962639448883446e-07,1.3497956722872764e-07
1861451,X,0.78049,4.6506905740570754e-07,2.772281511055752e-06,5.1594928994918385e-08,1.0426320050200569e-07,1.3628803947918593e-07
1833468,X,0.78375,1.1948292868440293e-07,1.0926523300876076e-06,2.8226553176781465e-06,3.535751965037373e-06,1.3821223088085056e-07
1331887,X,0.78398,5.057151822980221e-07,3.718613498682393e-06,7.913888458194605e-08,5.5549943724210546e-08,1.3834849610212352e-07
1250454,X,0.78734,2.359017038952785e-07,7.832078149026726e-07,6.614594154817167e-06,6.495683598343799e-06,1.403468079380706e-07
1856065,X,0.78892,5.6075540186989264e-05,6.565694548886585e-05,1.4458728476312382e-06,1.4002998488468443e-06,1.4129144339909877e-07
1255501,X,0.78956,1.452716544692592e-08,6.220178014450762e-08,8.445094927726732e-08,1.2038682472350166e-07,1.4167498217474818e-07
1434262,X,0.78964,1.362493335755659e-06,5.310033295806749e-06,4.831480623961189e-07,4.493311451935591e-07,1.4172296107414585e-07
1254566,X,0.79118,2.5717933635863317e-07,1.1159843830754465e-06,1.754400158505828e-06,3.54077575825519e-06,1.4264813806514665e-07
1265349,X,0.79939,5.688388282462562e-07,4.506299066600333e-06,5.541516319852617e-06,3.0755586120490483e-06,1.4763121022521624e-07
1535064,X,0.80078,2.490373217933057e-07,3.640788346937105e-06,0.0005297255918322,0.0018647177365392,1.4848334085081853e-07
1385052,X,0.80106,8.906626659252716e-08,8.977489646438452e-07,7.598914451124188e-07,6.455246491238833e-07,1.4865528979791654e-07
1299258,X,0.80109,3.63005582350389e-08,6.612176987152211e-07,1.5636445812255704e-07,2.8843906213083397e-07,1.4867371880108642e-07
1502132,X,0.80181,4.365912239120934e-06,1.565275916058764e-05,3.047339650554829e-06,2.195573770349701e-06,1.4911635755632628e-07
1579146,X,0.80325,1.5395851658225246e-06,3.7025328416826617e-06,3.405819567899747e-06,9.758280865589443e-06,1.5000360889862337e-07
1367180,X,0.80342,1.93169742745558e-06,1.196237738299188e-05,4.099551036256458e-06,9.1432596734501e-06,1.501085275363102e-07
1642117,X,0.81237,5.812126007332448e-07,2.512906397855408e-06,1.6563468736383307e-08,2.5848289072564555e-08,1.5568398308129806e-07
1300777,X,0.81684,3.9036971098151095e-05,7.127212530237213e-05,1.9325051573633685e-05,2.5370246795619574e-05,1.5850666353774845e-07
1260427,X,0.8175,6.0860506454806595e-06,3.4928166455399216e-05,9.706740102365334e-07,1.7681938794814622e-06,1.589255837469463e-07
1255824,X,0.81852,2.583430602865448e-06,6.6564188778104836e-06,1.8581141284656752e-08,1.8685182117618403e-08,1.595740933235506e-07
1330599,X,0.81932,1.5437818147608256e-06,4.5769916879990885e-06,5.495192966860909e-07,1.117368626549132e-06,1.6008365225007684e-07
1250980,X,0.81967,2.4557287207504072e-08,1.1041171778228801e-07,1.808414690539973e-07,7.09709304309403e-08,1.6030683970330605e-07
1879412,X,0.81984,2.1516285879145777e-08,2.674513247261197e-07,5.0624390003259425e-08,5.5621873202095076e-08,1.6041530113557546e-07
1251618,X,0.82172,3.644645251773416e-07,1.2751191175665395e-06,2.4767395290633594e-06,2.772025748921547e-06,1.6161720268846386e-07
1258529,X,0.82394,7.697410749790657e-07,1.2300265462486165e-06,1.8072711147473544e-08,1.0468289970436684e-08,1.630422454630083e-07
1645145,X,0.82627,1.298622961395067e-07,6.520862716680339e-07,2.1443498147734473e-08,8.116612565531218e-09,1.644882225404465e-07
1334581,X,0.82736,2.677210395315911e-06,1.0500822928495226e-05,2.103793470372041e-07,1.9524142684203697e-07,1.6514479257915134e-07
1246791,X,0.83066,1.7810907916939128e-07,1.302636054304234e-06,8.876660731304873e-07,1.1592145065973782e-06,1.671405465322343e-07
1305541,X,0.83293,6.141822753392626e-06,2.468826851053106e-05,2.540273472779369e-07,2.977792075716334e-07,1.685203420711647e-07
1252918,X,0.83583,1.05066176674062e-06,2.1193998001982583e-06,1.1559652691080694e-08,1.6277055297731937e-08,1.7029132804550073e-07
1390345,X,0.83592,8.948727457250594e-07,2.9086815312723217e-06,5.170419962252783e-07,5.274903106650219e-07,1.703464377817438e-07
1861472,X,0.83776,1.281386705452416e-07,4.517895456622961e-07,7.446247502703224e-05,0.0001870595305333,1.7147508017012177e-07
1876462,X,0.83954,1.1696906878018185e-07,5.399790877325925e-07,4.677258207812389e-07,8.487122515621012e-07,1.725704653183496e-07
1253871,X,0.8478,3.890546015395902e-07,5.755688853379502e-07,2.493448430539245e-07,1.2579334095433305e-07,1.776991864987317e-07
1253857,X,0.85652,1.6823513642195452e-06,6.344509669427643e-06,8.943226097934949e-07,4.0366864334846905e-07,1.831950162922591e-07
1260459,X,0.85674,1.052331018850619e-06,9.280108201950662e-06,6.100722953098509e-07,9.258536177168578e-07,1.8333475500154333e-07
1338749,X,0.85806,1.7710656833596485e-08,8.195578192356901e-08,0.0010791601711171,4.462061456101243e-05,1.841743060341743e-07
1260461,X,0.85855,2.8363982374248873e-06,7.488726867487638e-06,3.3493700295841703e-06,4.412367646840848e-06,1.8448644567039114e-07
1295291,X,0.86179,3.414597658637372e-07,8.652581344378591e-07,2.608609846669302e-07,3.667516832389658e-07,1.8655704062864938e-07
1479130,X,0.8624,3.154877836058499e-05,8.008340640492852e-05,1.8621257910591979e-07,2.7966571236417914e-07,1.869481673910189e-07
1296161,X,0.86243,7.624755658902687e-08,2.1469788503018178e-07,3.59278465200642e-07,3.79031096260288e-07,1.8696741370039238e-07
1317956,X,0.86917,1.4306223633467186e-06,9.52729455880657e-06,8.152532161911111e-05,0.0003070657020383,1.9131653080477594e-07
1342580,X,0.87472,1.1652160364792498e-06,3.891959909866969e-06,1.0976952401366611e-06,1.0247502445857117e-06,1.9493531703801638e-07
1879483,X,0.87565,8.996962581439954e-06,0.0001376536234937,2.4889719873453787e-05,7.548994679545335e-05,1.953592768692862e-07
1250896,X,0.87971,1.658565661585247e-07,9.883117934655486e-07,5.499038006972954e-05,7.579983123194018e-05,1.968647789798828e-07
1456020,X,0.88189,2.824580653427845e-06,1.0415795576323385e-05,2.001667099568277e-05,1.625671185193933e-05,1.9767553648934347e-07
1371111,X,0.88352,8.558978569782796e-07,3.092736779212843e-06,5.4144271029263e-08,1.5721323976526877e-08,1.9828283366656141e-07
1878692,X,0.8845,2.2838042997338563e-06,1.1971473065777833e-05,3.1318850155853377e-07,4.493707281961902e-07,1.9864840547017667e-07
1253761,X,0.89441,1.1577144910761778e-07,5.193881101957081e-07,6.6929076279050485e-06,7.960904705213904e-06,2.023640739593241e-07
1402076,X,0.89611,4.789078435840623e-07,1.4126176182024527e-06,9.214554179628608e-05,0.0002306972393893,2.0300493383098237e-07
1305486,X,0.89888,1.0211144955577403e-06,2.159752576827513e-06,1.77422842785843e-06,2.913765893703753e-06,2.040513288231936e-07
1253816,X,0.90824,4.5994880761667766e-08,2.6582944157386226e-07,7.299523807811902e-05,0.0001129905980413,2.0760706317004753e-07
1246650,X,0.90888,3.911877048694449e-07,1.3966480413658062e-06,3.975974171393641e-07,4.966360516012686e-07,2.0785131213738757e-07
1299266,X,0.91289,3.46083303213409e-06,6.754744515832444e-06,6.940788155293614e-07,1.86700629685678e-06,2.0938495304992257e-07
1901832,X,0.91696,1.081728781943431e-07,6.735250409941092e-07,2.072212695030851e-05,3.281162471122616e-05,2.1094730560415997e-07
1255737,X,0.91896,4.468364323039343e-07,2.895481681720545e-06,2.053515837984276e-07,2.5301429118379076e-07,2.117171743930948e-07
1252926,X,0.92427,1.2592486768132716e-06,9.38076377905685e-06,5.501636771080393e-05,0.000191539657123,2.1376797995943813e-07
1617068,X,0.93075,7.002721904548087e-07,4.34712325180964e-06,4.567079306177054e-08,6.732183217828954e-08,2.1806697254890347e-07
1262782,X,0.94444,4.434679392650256e-08,3.040784843103607e-07,7.537148941765485e-06,1.848941781694136e-05,2.2777945814490006e-07
1252620,X,0.95299,1.0119055381768816e-05,9.21197144554555e-06,3.2464950367489926e-06,4.176531875289268e-06,2.3395267480145266e-07
1395159,X,0.9569,3.0693092542602597e-06,7.570518143514671e-06,0.0001122186658455,0.0001516899867989,2.3680325145705587e-07
1339276,X,0.96363,1.635356155632777e-06,7.665000890712451e-06,9.689956804683594e-07,9.722489555266715e-07,2.4175016743473037e-07
1559048,X,0.98,8.323628024472147e-07,5.708464661283953e-06,4.1251616092207073e-07,7.20790417651034e-07,2.517124890813625e-07
1299327,X,0.98158,2.439370763798683e-06,2.888632709873115e-05,3.677732528646809e-08,2.9009479333787993e-08,2.5218379636792436e-07
1935095,X,0.99268,1.0128477777660965e-06,3.3009867101788926e-06,0.0002242030788103,0.0008427388226052,2.555073061755935e-07
1311921,X,1.04436,7.839123017927741e-05,0.0002114645421204,1.3005318713888902e-07,8.707758696638297e-08,2.7738596671565105e-07
1334084,S,0.13349,7.485113781373663e-09,6.998373348199849e-09,3.427105909315387e-06,1.616017823692395e-06,3.0676608547438467e-10
1815065,S,0.13537,1.730712722820123e-09,1.2864539158453914e-08,3.5645398453888885e-12,9.891216732448431e-12,3.1959666232275167e-10
1306366,S,0.15062,5.483774308382728e-08,2.664640349436679e-07,1.395873434682592e-09,3.2866506049307238e-09,4.333883774517259e-10
1578103,S,0.16008,6.103517499691881e-12,1.4190979230222472e-10,1.4166803009007327e-10,7.472736842864997e-11,5.12668759318897e-10
1250034,S,0.16085,2.822456124082664e-12,2.744624517333668e-10,2.448007494675863e-12,4.43070118693738e-12,5.194147226282878e-10
1294436,S,0.178,9.660377123039763e-08,2.028387576095743e-07,3.7903746897825554e-08,8.993265624914698e-08,7.19900339521803e-10
1250017,S,0.18216,1.1650939036325283e-07,1.837067893824085e-07,6.4151437344053895e-12,1.853624128479292e-12,8.208129503979918e-10
1296321,S,0.18444,4.698533271160995e-10,1.836108331959778e-09,9.998987660295696e-11,1.8999046775080659e-10,8.789278057148788e-10
1336453,S,0.18492,4.8297136211013456e-11,6.532258773734822e-09,5.50531390726291e-11,5.2313298648167376e-11,8.914157736356972e-10
1324938,S,0.19847,1.6888928924488416e-06,6.745306855613177e-06,3.258604325013183e-10,3.4104374637754795e-10,1.280283292437473e-09
1335323,S,0.19991,2.800305188372015e-09,4.474662166105189e-09,4.8858034139533746e-11,4.4686024086667036e-11,1.3257359460238859e-09
1315197,S,0.20823,4.0116399188266504e-08,4.6540519950368064e-08,2.8107034020216423e-09,4.1381820033028045e-09,1.603874864312769e-09
1342255,S,0.21885,5.116469650754677e-09,9.028782854153476e-09,1.5615002893149976e-11,4.074212686371589e-11,1.997355543562918e-09
1878148,S,0.22453,2.1037725660903834e-06,1.8548361261777947e-06,1.2856897624810868e-09,1.3162601512342914e-09,2.225503970300617e-09
1315192,S,0.22714,1.5437772181540832e-09,7.053291494859232e-08,2.2289343300378482e-08,5.5584791655114724e-08,2.382380476128562e-09
1249308,S,0.22806,4.9280075677555506e-11,4.0469620249651136e-10,8.689680821824413e-11,6.915580437687546e-11,2.4427242771072423e-09
1315259,S,0.22806,3.818523947278486e-11,5.25875214234184e-10,1.7868010894050708e-10,1.2031163474065524e-10,2.4427242771072423e-09
1292336,S,0.23355,2.5771912402448277e-06,3.877017263082524e-06,3.2690247982119407e-10,3.771080694771035e-10,2.8185085317410567e-09
1656029,S,0.2348,6.69131554618598e-10,8.251662710645371e-09,1.1122671141291955e-09,4.676875259658542e-10,2.907825732880587e-09
1319366,S,0.23482,8.940177716885561e-08,4.115160291939579e-06,1.3405793252590011e-09,2.414314905893039e-09,2.9092661321968926e-09
1921033,S,0.23707,2.5881716142415132e-08,1.7641458798998637e-07,5.5280298308717446e-06,7.2845282180926865e-06,3.0735881352807335e-09
1262573,S,0.23747,2.2916348274947823e-09,1.63453442107921e-08,2.1558287220794192e-09,7.796699651727012e-09,3.1032735163050873e-09
1344355,S,0.24448,5.035469351751994e-09,7.29900329251268e-08,1.7121646843199979e-10,2.907230081103626e-10,3.64666809001123e-09
1276528,S,0.24618,8.745608958709374e-06,9.107739281485815e-06,3.2405433971440567e-09,7.534385079443791e-09,3.78504850217336e-09
1336480,S,0.25604,4.0927177788039556e-07,5.680920429670687e-07,3.0625104957556686e-09,2.1348267819602608e-09,4.638471382174707e-09
1289664,S,0.25907,8.953365627766855e-09,1.0589499025620505e-08,8.097275955331741e-11,8.245548703300498e-11,4.918142810872049e-09
1298079,S,0.26048,9.8320680705008e-09,2.9423132181151036e-08,5.199866787893878e-11,3.416355335095736e-11,5.051078019184985e-09
1337649,S,0.2615,4.6221453906204885e-10,1.0239087874961114e-08,1.036022381618098e-09,5.384082018039011e-10,5.148348950379895e-09
1344347,S,0.26361,4.394719211888088e-06,8.222358078534928e-06,1.1067237056668195e-06,6.914540753424908e-07,5.352510668115842e-09
1334087,S,0.26628,4.1655826596418493e-08,4.84223202606828e-08,6.90131610887567e-10,1.2179847402737842e-09,5.6165474443951735e-09
1320704,S,0.26996,2.722192066499063e-07,6.016798729837542e-07,6.468849278761146e-10,2.7518416197411682e-09,5.990881471192305e-09
1330817,S,0.27051,3.596686495102482e-08,2.3742406569883346e-07,4.696355127468895e-11,7.436684088421122e-11,6.047865357785525e-09
1292332,S,0.27265,1.6026176071583112e-08,6.146291215017948e-08,1.0273849841603389e-10,7.65689302158942e-11,6.272150948817723e-09
1260050,S,0.27278,2.2129776253630967e-09,7.632378321403503e-09,7.3295136379982675e-09,7.222627183812051e-09,6.2859073390623e-09
1574104,S,0.27304,1.3329229130822664e-08,2.466684619186149e-07,9.104856320916453e-08,2.7746269400163713e-07,6.313465326778867e-09
1502065,S,0.27316,1.1489555979736492e-08,3.8310763877773254e-08,1.1539049730831853e-10,1.2355098999316658e-10,6.326204727909878e-09
1250279,S,0.27382,3.140978725668939e-09,2.010854833226205e-08,1.1953872633753292e-10,1.303484124904112e-10,6.396500947741515e-09
1261963,S,0.27963,7.615387711579169e-08,8.325574696350983e-08,2.96148511050846e-10,5.683887505291506e-10,7.071648408912535e-09
1249483,S,0.28303,1.9301205848867092e-08,3.8919631378018395e-08,1.294281973954088e-06,2.8777654838515714e-06,7.488531367317781e-09
1862039,S,0.28699,6.693108043081545e-09,3.782286818427376e-08,8.232753835045862e-10,6.572358816708643e-10,7.989127375266197e-09
1538019,S,0.29069,2.481237721157278e-09,9.22567024447407e-09,7.659832006981987e-08,5.446061601992941e-08,8.471490985990735e-09
1263715,S,0.29185,1.5160270419112425e-07,3.747845857858144e-07,1.2949743600465428e-06,1.2470950832627258e-06,8.625629595607552e-09
1292227,S,0.29185,3.402457804610214e-07,1.080161379816443e-06,5.00068843962436e-09,3.531371341345689e-09,8.625629595607552e-09
1262550,S,0.29209,3.6085538135735545e-06,7.641756124492949e-06,1.7914557344361838e-10,3.5939928866381143e-10,8.657693843443311e-09
1336454,S,0.29256,3.270421905433269e-06,2.6076993371985196e-06,1.736594132202091e-09,1.5440580966381783e-09,8.720658642150336e-09
1257934,S,0.29648,1.7990904724978505e-07,4.942572210269526e-07,0.0002892129237865,0.0007958324915138,9.254698000717181e-09
