CID,GROUP,zHD,rvar_gal_cl,rvar_gal_tot,rvar_cl_cl,rvar_cl_tot,var_zp
1299775,C,0.16008,3.1737448866955366e-08,4.6416411765511544e-08,1.5190313662951222e-10,1.0927360941454223e-10,7.094186584624199e-10
1303279,C,0.17273,7.027275091111948e-10,9.721657259028612e-09,2.1200122608440126e-10,1.0409239660767962e-10,1.0486805471662107e-09
1303496,C,0.17978,8.183188471660761e-10,1.5674949379531395e-09,1.632061469482399e-07,1.572477396899747e-07,1.280486512009623e-09
1339392,C,0.18148,1.1127926828899015e-09,2.0730181722193042e-08,3.0289750756633444e-09,2.4126966496247395e-09,1.3414948164275507e-09
1261193,C,0.19246,2.615181967550837e-05,2.883799258624184e-05,1.422646755419966e-11,4.9495086647688046e-11,1.7697347007994487e-09
1879208,C,0.19471,1.0263277571862969e-05,9.894546912099228e-05,3.902808809060032e-09,9.027365515392413e-09,1.864800530501471e-09
1253920,C,0.19555,4.414255380811284e-08,4.217369134350355e-07,5.801339956599643e-11,5.537652199582053e-11,1.9009293276805604e-09
1281119,C,0.19902,1.0582053464166252e-11,5.337848647724882e-08,1.2138286252193072e-09,1.7944190106313535e-09,2.053849218916084e-09
1782065,C,0.20173,3.408907944406152e-08,1.7199233585695569e-06,2.4997184738729176e-10,9.512953253053487e-10,2.177390310998031e-09
1283373,C,0.20753,6.37329824629713e-08,1.1839986599594957e-07,2.0993928493452884e-09,1.2159384704546752e-09,2.453919346189513e-09
1324509,C,0.21062,8.794932471716408e-08,6.252400656952167e-07,1.986762491121745e-09,3.250654219098744e-09,2.6079900210105962e-09
1791048,C,0.21094,2.6953083521372465e-10,1.4670514450680632e-08,2.77841882041852e-11,1.6148405376268897e-11,2.6242135902872112e-09
1257366,C,0.21136,8.409298305983583e-09,4.22531413955896e-08,4.0842107479515307e-10,9.501823174979068e-10,2.6455833663914115e-09
1887027,C,0.21303,1.0783835940186279e-10,5.490154793647164e-09,2.926532880417653e-06,4.04785219498809e-06,2.73141098478369e-09
1297501,C,0.21492,6.11894423191213e-08,1.1461486901421158e-07,1.4801775198866692e-11,1.364138563914722e-11,2.830197924295806e-09
1249851,C,0.21511,4.566886914425644e-10,7.332092475487518e-08,8.679123441059625e-10,5.505079876811615e-10,2.840225958967166e-09
1371126,C,0.21601,1.913545769285101e-09,1.4550860650359524e-08,7.850283985279407e-10,1.094415002275519e-09,2.887968137675742e-09
1304442,C,0.21711,3.3309740338930276e-08,1.1746016512289345e-07,1.1149772928064876e-11,2.5863064736188347e-11,2.9468600727711204e-09
1290816,C,0.21847,2.4928917280203183e-10,1.1147978017013482e-09,1.1381161432593329e-07,1.1273738970414297e-07,3.0204936954810343e-09
1304678,C,0.21883,1.57491159773579e-07,1.087133515057315e-07,1.0115630950667967e-10,5.0106495904838766e-11,3.040137041898367e-09
1302187,C,0.21942,1.584224078147798e-09,2.6645972065253185e-08,4.921171315526864e-11,7.165228864506878e-11,3.072467979020162e-09
1259352,C,0.21986,6.00751585717499e-09,3.338404074437078e-08,1.4634904711599023e-10,1.468666883283685e-10,3.0966905053332207e-09
1259246,C,0.22284,5.661393858575763e-09,1.579437818460375e-08,5.2008079797377615e-09,5.2576592500882035e-09,3.2632464202948966e-09
1879426,C,0.22941,2.461750212774861e-07,1.2991983016590362e-06,6.814482982313876e-08,6.151769772708315e-08,3.769937123847952e-09
1262201,C,0.23279,1.500228621117245e-08,2.4121337440379864e-08,1.9713417072486787e-10,2.18083266009075e-10,4.077568783654158e-09
1834104,C,0.23928,2.1635047757535992e-08,7.895416774361854e-08,4.530586745080938e-10,3.448624782955056e-10,4.702079705516694e-09
1366436,C,0.23954,1.3455441757146894e-07,2.4374019453940493e-07,2.3407334768228363e-09,1.5314576672688163e-09,4.728025273117732e-09
1368188,C,0.24003,4.7756689222028424e-09,9.122148633482688e-07,4.01233348850628e-09,1.7408867725619823e-09,4.777116728996136e-09
1780045,C,0.24283,7.620795303629891e-07,2.04767694463762e-06,6.918954983914567e-08,9.116574365716456e-08,5.062503270378239e-09
1246275,C,0.24605,4.6558223880014446e-08,1.2147146038200666e-07,9.543807751139534e-10,1.299905064462754e-09,5.4009327569298e-09
1302359,C,0.25308,1.39690828865022e-06,2.204321692279873e-06,1.3853061004771062e-08,1.4687058656808514e-08,6.177848464629091e-09
1279420,C,0.25691,1.3968549824885215e-10,1.6932575364069994e-09,7.949700081805249e-06,8.694026676216346e-06,6.6230798590216625e-09
1262232,C,0.26103,4.1013346226104304e-08,6.972768655748897e-08,7.184701991860697e-06,6.417559635876172e-06,7.119317404399167e-09
1261784,C,0.26523,1.242638051916564e-07,5.253997303968236e-07,5.81772114520928e-10,4.3560561563556533e-10,7.643641063644603e-09
1319870,C,0.26767,6.657862637192208e-10,6.312987584211095e-08,4.441472700324878e-08,4.96724424029394e-08,7.956802587309881e-09
1309288,C,0.26793,7.47738532653146e-07,6.950292748587923e-07,2.4942775241653376e-10,7.068870175986752e-10,7.990542913892522e-09
1968046,C,0.27255,1.3170085869475316e-07,8.424053928224791e-07,1.4691269440074536e-09,1.499555202248154e-09,8.601986640846768e-09
1260556,C,0.27437,1.4798266106243223e-09,1.39742699167469e-08,2.7334191670348325e-10,2.939764400211762e-10,8.849046994932723e-09
1547086,C,0.27578,7.195126079497621e-09,1.6243294121765987e-07,1.2146748930897818e-09,1.3524362285477307e-09,9.036786443242989e-09
1305756,C,0.27589,2.735677135375773e-07,6.625410801022851e-07,1.5120296682671447e-09,6.840321607082671e-10,9.051132982710428e-09
1297465,C,0.27784,1.681161681484363e-09,2.2847134416355223e-09,1.1699786725608349e-10,5.948746419912406e-10,9.307346827775808e-09
1290967,C,0.2811,6.80418460544969e-08,4.698180493924191e-07,8.908766659982435e-09,5.912143748859402e-09,9.743670121982588e-09
1902212,C,0.28169,5.215060496781156e-08,3.9644774301921483e-07,1.1615779365943667e-09,9.281774755497481e-10,9.823704686171725e-09
1302123,C,0.29156,8.884275423435e-10,1.4870231701781164e-08,7.583383834826794e-09,7.077813903556629e-09,1.121113240019052e-08
1547071,C,0.29911,1.1195502182921344e-08,7.171407126859135e-08,9.962243802939465e-05,0.0003424577251886,1.2334279569518629e-08
1294948,C,0.30246,7.303886579326191e-06,9.683075915661788e-06,4.1879644115292236e-08,4.4010552268158474e-08,1.2849799298512052e-08
1335717,C,0.30477,1.688559747093974e-07,9.279480873951946e-07,8.77655981746e-08,3.034043866961154e-08,1.3211424868806476e-08
1340954,C,0.30517,3.282147217196785e-07,1.5331303525456114e-06,0.0005896539407095,6.920872950336287e-05,1.3274553721106176e-08
1319821,C,0.3088,1.6818387934622586e-08,4.8709263643011944e-08,3.3021297884495057e-06,1.531146029716459e-06,1.3854326687688294e-08
1323831,C,0.31079,1.508893942753839e-07,6.314964200032413e-07,7.112909217561694e-10,4.2186104776683693e-10,1.417742237528566e-08
1880686,C,0.31406,3.657351474329274e-07,5.819425527301405e-07,3.396895763584978e-07,1.0929687735330665e-06,1.4716426083531732e-08
1943111,C,0.31562,3.042194408928229e-09,2.66256682484356e-08,3.033800109807396e-06,7.552787155788406e-06,1.49771083936907e-08
1929024,C,0.31564,3.2910404928709062e-09,1.9443929569318857e-07,7.321855104384084e-09,9.142746069463258e-09,1.4980465333176074e-08
1897267,C,0.3192,1.1472284146901349e-06,5.07198457063253e-06,1.0046617658632206e-06,1.7932733283017691e-06,1.558399327388931e-08
1366482,C,0.32154,1.0352124848295985e-08,3.9388190485795434e-08,1.54440620278254e-07,2.697540114352675e-07,1.5987185921139998e-08
1303215,C,0.32869,1.0543811593507032e-06,0.0001131955383918,1.541461967341079e-09,4.407401715424165e-09,1.7091814547076904e-08
1337687,C,0.32869,1.4584925676197372e-08,1.0520944922653604e-06,9.737105826609154e-10,1.1556476843524975e-09,1.7091814547076904e-08
1293783,C,0.32874,1.4990333591082584e-07,5.205758142886924e-07,7.46264012238915e-08,6.963505207223942e-08,1.709862708601773e-08
1316465,C,0.32909,7.661301372924475e-08,3.8814661868035444e-07,5.751783896197508e-10,5.982840305162527e-10,1.7146352866279964e-08
1449074,C,0.33186,1.6093234861334674e-08,1.7778670732472985e-07,1.5211603714081144e-08,6.310740244419449e-09,1.7526414595378003e-08
1339217,C,0.33191,3.540284743018709e-09,4.0555222933515533e-08,7.795882619627103e-10,6.30550201842876e-10,1.753331319455768e-08
1306141,C,0.33239,8.607620671558869e-05,0.0001670741198044,1.0114958868722687e-07,9.543130255503308e-08,1.7599608812059962e-08
1257356,C,0.33257,1.3799082154673892e-08,6.05177850540625e-08,1.8219704052482223e-09,2.443453549165243e-09,1.762450192085253e-08
1309492,C,0.33352,1.270858957463426e-07,1.7701876406483354e-06,1.688523284719569e-07,3.832905794536587e-07,1.7756173654687447e-08
1346956,C,0.33352,1.5644459462446547e-09,6.261901389466067e-09,1.4993470197373274e-07,3.667745745893351e-08,1.7756173654687447e-08
1257609,C,0.33389,1.188993774267384e-06,1.5068082052781318e-05,1.8745753614302233e-08,9.968617188779532e-09,1.7807588922465196e-08
1319066,C,0.33403,7.618894546268983e-09,3.076830020012247e-08,1.8186282703607177e-07,1.3899676225143429e-07,1.7827062732025402e-08
1309293,C,0.33472,3.642747571866028e-09,1.1845531654677755e-08,1.9475936518953654e-07,4.247932640312752e-07,1.7923196271975332e-08
1297318,C,0.33479,8.644254625448985e-09,3.0120886859777047e-08,1.1391571853201715e-06,1.3099450882165493e-06,1.7932963392858828e-08
1346966,C,0.33513,9.489195715180007e-10,4.1036974142349505e-09,9.853581316957506e-06,1.594069979214078e-05,1.7980441539076813e-08
1262163,C,0.3352,7.925756679131786e-09,3.6920635383903274e-08,5.6773412994908e-07,1.5918807230700073e-06,1.7990224243107654e-08
1246281,C,0.33549,1.3010961530142373e-08,1.8664879594952617e-07,1.446200086882726e-09,1.163495719415622e-09,1.8030780931243392e-08
1330530,C,0.33633,9.758235382272424e-09,9.472792446906365e-08,1.084916543823256e-06,9.5809813366e-07,1.8148513168235185e-08
1287437,C,0.33681,3.157277553331235e-07,4.05639712237318e-07,2.1879142135204818e-07,1.9937361790508799e-07,1.8215960744115717e-08
1871017,C,0.3372,1.9876858398479848e-08,2.595219655099269e-07,2.519644932605446e-07,6.520600398656985e-07,1.8270854013836573e-08
1909375,C,0.33753,3.1109976141366865e-08,1.2117020393490056e-07,1.639358260505801e-07,3.438452020244958e-07,1.8317366669595177e-08
1313057,C,0.33754,1.5076819703057102e-07,9.68364268300391e-07,5.6998388526530936e-08,2.3263370559759672e-08,1.8318777067055938e-08
1322819,C,0.33759,2.200322558792023e-09,2.2839064476217144e-08,2.42838510753889e-07,1.338828973930273e-07,1.8325829868808712e-08
1263197,C,0.33778,2.0706594167971666e-07,1.155959064776778e-06,1.3626068679246073e-08,2.510730868858493e-08,1.8352642895112225e-08
1300912,C,0.3378,3.5634706576502966e-09,1.8330961550564535e-08,1.853325164127899e-09,3.0935802983766275e-09,1.8355466459164452e-08
1723034,C,0.33784,3.383744850656326e-09,2.7528479733540783e-08,2.287711595316389e-07,5.731487627223972e-07,1.8361114238827863e-08
1262131,C,0.33802,3.539816407802293e-07,2.569897919661622e-06,1.1683149495009214e-07,3.668137044954743e-08,1.838653999805779e-08
1343337,C,0.33899,3.6737437473811494e-08,1.0729500852229636e-07,4.7448243415332194e-08,6.346036615474895e-08,1.8523859429196507e-08
1319614,C,0.3392,3.0017231923298247e-09,2.8060819357502846e-08,2.711985763477456e-10,4.97535591073677e-10,1.8553655651792185e-08
1643312,C,0.34037,2.4058759856254145e-07,2.679953088787991e-06,4.0055378391405555e-06,6.733880972375549e-06,1.8720101514791345e-08
1332819,C,0.3418,9.021397358180398e-09,1.4623562918438546e-07,1.6152115236559062e-05,1.1400333603259335e-05,1.8924544722639637e-08
1249805,C,0.34273,3.5900934506116894e-06,7.552736373507005e-06,1.2183616179957185e-07,6.757952217908959e-08,1.9058100143152803e-08
1301936,C,0.34304,5.729528183361568e-09,2.5308643359607812e-08,7.369004417581748e-07,3.183534388070856e-07,1.9102722974877853e-08
1332747,C,0.34305,2.493482223704193e-09,1.4817131962060609e-08,1.6324691185000116e-07,2.117553836225071e-07,1.9104163289809655e-08
1297365,C,0.34316,3.2647198334306273e-08,4.6977549104970275e-07,2.0136414596441256e-08,6.643825976359845e-09,1.9120010337638005e-08
1318661,C,0.34451,9.379532229991746e-10,1.9662208263817896e-09,8.999566558598938e-07,7.075518355487841e-07,1.931503192749814e-08
1921361,C,0.34459,1.3240015286869718e-08,5.947870090793336e-08,1.75582105477805e-07,1.460783815862049e-07,1.9326619820154904e-08
1309330,C,0.34472,0.0002000971451015,0.0003074184060334,2.9125410931099547e-09,4.3850181056186144e-09,1.934545755721734e-08
1256570,C,0.34548,7.307896212650874e-09,2.4375980958706505e-08,2.3690264470786662e-09,4.547967759939572e-09,1.9455769497574935e-08
1835110,C,0.3455,1.6365765153393468e-08,4.688223151615094e-08,1.7059636523199382e-08,8.289028149201326e-09,1.9458676678515403e-08
1432017,C,0.34579,3.467571202583486e-07,1.6671842722936492e-06,0.000110294251887,0.0005983477633075,1.9500855208502683e-08
1277715,C,0.34601,3.0908229501876133e-07,1.3540099419445203e-06,2.6720596138927472e-09,1.0296074747956934e-09,1.9532883174447557e-08
1658072,C,0.34721,3.815817713495092e-07,9.19018845414075e-07,1.212578783150158e-05,2.4073143387783626e-05,1.9708043778235162e-08
1593067,C,0.34776,1.2254269489108066e-05,2.4803109246298612e-05,1.2801392202892893e-07,1.630103512000109e-07,1.9788587024412952e-08
1326216,C,0.34832,3.5480036654752403e-09,1.8466859157616993e-08,5.2353017404981673e-08,9.534419457805933e-08,1.9870763447332284e-08
1295315,C,0.34886,8.174225986926017e-08,1.8565561460247998e-07,0.0001377051393918,0.0004120479571147,1.995016625914559e-08
1248677,C,0.35016,3.882511653703239e-11,1.9988454207939436e-10,1.3604471681114416e-08,1.4822754005752741e-08,2.0141970564775308e-08
1432027,C,0.35039,2.0933217393426406e-07,1.1072421249133729e-06,9.759771114209439e-11,1.9228390803183895e-10,2.017600070770481e-08
1256933,C,0.35284,5.262241805743044e-07,1.428967330346847e-06,6.413925270382358e-08,2.4591364108515732e-08,2.054027826849378e-08
1324562,C,0.35299,1.2862848969964229e-08,4.8245223884464175e-08,2.0271412556742565e-07,2.1928637092141458e-07,2.0562686854824492e-08
1295592,C,0.35631,5.206120615417569e-07,4.022234190761913e-06,4.395260464586565e-07,9.79629297899281e-07,2.106179116301117e-08
1324790,C,0.35723,2.424160434341951e-06,8.767103838698227e-06,8.557144682505183e-10,8.782409429569778e-10,2.1201156178583258e-08
1397029,C,0.35942,1.0442320648208512e-05,2.2128183506582457e-05,5.440002115217091e-07,2.8700386904266073e-07,2.1534754555441473e-08
1307830,C,0.35948,5.5882565602725896e-11,1.911007798063424e-10,2.7111210580961173e-07,2.709879812532534e-07,2.154393088725891e-08
1315950,C,0.35948,8.86003672490784e-11,2.3165262665407857e-10,8.71907344935222e-08,1.5365124247899494e-07,2.154393088725891e-08
1645158,C,0.36048,3.0104494685988053e-07,8.286979206338494e-07,1.0116125208443252e-07,9.938512242798026e-08,2.169715752328614e-08
1346137,C,0.36326,2.639459273561435e-10,2.087310163524425e-09,4.7333242914175524e-08,3.4469939377184606e-08,2.2125980427638268e-08
1330533,C,0.36444,4.906597085068211e-07,6.36024995932714e-06,2.890343403529326e-07,7.041887655613741e-07,2.2309267370369233e-08
1339402,C,0.36538,8.642885734406491e-07,2.4309561973002972e-06,1.7305954418377897e-07,9.922543022816803e-08,2.245581662501139e-08
1447133,C,0.3654,1.7228492509039102e-08,8.558958369898012e-08,2.1663065708930615e-05,1.582972662820874e-05,2.2458939906739618e-08
1920365,C,0.36549,1.5946451780318385e-07,3.040081543702817e-07,2.215095485527176e-07,2.697987354558757e-07,2.2472997362207012e-08
1299746,C,0.36571,9.673768189909988e-05,0.000214452439042,6.066522409555421e-07,4.095098388539996e-07,2.2507378546291963e-08
1299643,C,0.37678,3.985537805504756e-06,4.6741089420922095e-05,7.511159918009831e-09,2.52609532087689e-08,2.4273947241292544e-08
1315795,C,0.37813,3.999882939817816e-09,1.217664881296629e-07,1.1625577962395668e-05,1.7773977066488824e-05,2.4495635726259386e-08
1837096,C,0.37937,2.7478911243618045e-05,2.8262849223149123e-05,4.099275393729949e-09,6.124711257289213e-09,2.4700148603678996e-08
1948209,C,0.37942,2.5926108273963143e-08,1.9169228197396426e-07,2.5268874120208124e-06,1.8228226294156551e-06,2.4708412922736938e-08
1299785,C,0.38131,5.020526062446101e-06,1.7017465902626347e-05,6.240417977962123e-08,7.633147884557251e-08,2.50218178738721e-08
1324582,C,0.38185,1.0244110995303624e-08,8.843221288131681e-08,2.3565010571924712e-08,9.340565990173132e-09,2.5111724924486144e-08
1262135,C,0.38328,6.349832742291143e-07,2.3502991826610736e-06,6.104959276152045e-06,1.821451993234439e-05,2.5350590946820984e-08
1246314,C,0.38337,2.886886733508977e-05,3.9973554094300646e-05,4.805052788877533e-07,1.1988414977362278e-06,2.536566229326937e-08
1283272,C,0.38353,7.978034026100377e-09,2.6272757601942105e-07,1.2030276497581706e-07,9.21124107204376e-08,2.5392466856712343e-08
1291788,C,0.384,3.618422242389231e-06,6.305423218601814e-06,6.807671117407893e-07,8.121684513568885e-07,2.547128712344649e-08
1702096,C,0.38809,9.434657248620023e-08,2.040500813509964e-07,2.553426050097674e-07,2.206025629815693e-07,2.6162347350718853e-08
1702083,C,0.38884,2.2117059147643353e-08,4.3508978621258104e-08,1.1833223851330978e-06,1.176129360358866e-06,2.6290073458349105e-08
1643313,C,0.39044,1.958508840607348e-08,7.321535767919405e-08,4.3853868929947374e-10,1.197379364152874e-09,2.6563595333958256e-08
1307953,C,0.39146,4.2450916250670825e-08,2.816818184510101e-07,1.3170445814856672e-06,2.326379479414657e-06,2.6738704357755483e-08
1923155,C,0.39201,5.391559680133619e-09,3.544364857567069e-08,9.500470910500949e-08,9.735196992717984e-08,2.6833364618700962e-08
1291794,C,0.39512,6.684328858151503e-07,3.1956022278747204e-06,4.6633080121705134e-05,3.907009603911372e-05,2.7371772270379033e-08
1254762,C,0.39827,9.975792935134281e-08,1.1396547038608537e-07,1.5822126896807693e-05,1.5134045566232842e-05,2.792255641501172e-08
1920362,C,0.39835,2.93687103326813e-07,3.247795648528537e-07,2.0135183637012222e-06,9.09948150480374e-07,2.7936616022612852e-08
1335885,C,0.39932,7.590860815881659e-07,1.4636713847854043e-06,6.527685758186421e-09,9.535714729044373e-09,2.8107370345540556e-08
1581048,C,0.40194,6.627562011342867e-08,1.3911367124975598e-07,7.68710992468628e-08,6.001828571803931e-08,2.8571183437991354e-08
1257419,C,0.40361,2.422879723980838e-07,2.618935699090639e-07,2.802669635931629e-08,2.5128224187573372e-08,2.8868800713778754e-08
1304777,C,0.40476,7.921020843409993e-08,3.831058081382561e-07,1.7979742115887058e-08,3.0251820955017373e-08,2.9074643321689246e-08
1284601,C,0.40512,2.122185565678566e-08,8.360039261746928e-07,1.0757487665930589e-07,1.2315393035437686e-07,2.9139231294634155e-08
1308314,C,0.40647,1.1116685171505453e-08,1.0025459313097873e-07,3.0351511405746654e-08,6.241678589351884e-08,2.9382074415248087e-08
1719037,C,0.40746,9.304707693244579e-10,3.433366831789792e-09,2.236466585434167e-09,1.774657815087978e-09,2.9560799831809622e-08
1892217,C,0.40897,2.370324215643261e-09,7.208357957297739e-09,4.284527779837285e-09,2.109088513565435e-08,2.983444488440591e-08
1495047,C,0.41097,4.220413595767052e-08,4.955881972307926e-07,1.7960918472983186e-05,7.903193970715761e-06,3.0198829454939146e-08
1301963,C,0.41527,4.778379213946384e-07,4.6869094455500514e-07,2.2886250951074217e-07,4.6343731060695386e-07,3.098974574915771e-08
1289600,C,0.41962,4.064842656865453e-06,8.536647479315597e-06,2.1281716368593408e-07,3.791140540751382e-07,3.18002614739328e-08
1265426,C,0.42029,9.49340620544147e-08,2.354413759719023e-07,6.698972126557007e-05,0.0001069630806639,3.1926029394287825e-08
1338762,C,0.42054,9.390600911786376e-08,2.467171646483979e-07,1.3977384875463798e-07,3.383582105288251e-07,3.1973021309990297e-08
1306626,C,0.42089,3.943124800617444e-06,3.4297852143376304e-06,3.1033709496145972e-09,5.174267625864883e-09,3.2038868049860605e-08
1332721,C,0.42224,3.120327101106327e-07,3.92828152756988e-06,1.0574993072718031e-08,1.4836427403073056e-08,3.2293482821997285e-08
1257256,C,0.42235,1.7064859090626393e-07,9.278449269403144e-07,5.235128983788492e-06,2.7186118275878467e-06,3.231427361129864e-08
1567044,C,0.42273,7.226747278953083e-07,2.871685516275509e-06,2.185534468132003e-07,2.849248929712734e-07,3.2386147815973156e-08
1318659,C,0.42354,3.626821091176797e-09,3.054323122918301e-08,8.110264660553737e-06,1.8125195114274313e-05,3.253961984321894e-08
1264039,C,0.4246,1.5752727027493003e-09,2.0301682102081572e-08,7.674591438795659e-09,5.890445528560215e-09,3.274100779128212e-08
1280039,C,0.42569,3.790223685315462e-07,1.6646434812010394e-06,4.184960952042518e-09,2.8396322947039033e-09,3.297292450648887e-08
1335432,C,0.42692,7.367075064724693e-08,1.5201963222054528e-06,1.4261364961645118e-07,7.379297528075314e-08,3.325149788825158e-08
1655086,C,0.42781,1.9023975403914812e-06,1.002724172479734e-05,1.419184778987898e-08,9.760525682345272e-09,3.3453797961799553e-08
1293789,C,0.42857,1.7212065861809714e-06,2.900112474801934e-06,1.341789125809568e-09,1.849355935735117e-09,3.362703423293468e-08
1618042,C,0.42893,4.694612100613119e-08,1.395239614324018e-07,3.452503210294216e-08,6.196729088261003e-08,3.3709249669725834e-08
1810236,C,0.42926,4.683721771259685e-08,3.722183195475172e-07,2.2181259297717903e-09,2.3368752572638e-09,3.3784702003304407e-08
1290007,C,0.43112,3.778124735353152e-07,1.229394173407545e-06,2.2477647470171357e-08,1.406266982532428e-08,3.42115563305146e-08
1899442,C,0.43144,1.306449705701057e-07,8.995229223644033e-07,3.2164392674253854e-09,1.3214606691289951e-09,3.42852637992086e-08
1252521,C,0.43322,4.6218996075054376e-08,1.652256331788183e-07,1.8423827228898193e-07,1.339394782385964e-07,3.4696709238753964e-08
1277945,C,0.43369,2.806985150947556e-07,1.0815975598564652e-06,2.64326110370628e-09,2.476040242975135e-09,3.4805758873142185e-08
1861164,C,0.43446,4.342243842789332e-09,2.1571439757599353e-08,4.958150677483028e-09,2.204635184761974e-09,3.498478443011295e-08
1933168,C,0.43495,8.47733316170879e-08,2.701915120885978e-07,1.7882784988095593e-07,1.952565353415403e-07,3.509894888994834e-08
1297063,C,0.43516,5.07512539743496e-09,8.18030088001416e-08,3.413990210743853e-09,2.622476670812667e-09,3.5147933445448823e-08
1263930,C,0.43578,9.264494181612097e-08,3.3990201009665345e-07,1.854209166694595e-07,1.372246847826847e-07,3.529275380729478e-08
1308916,C,0.43769,3.2871092905599705e-07,1.0057807065082618e-06,3.39994179472833e-07,1.2388632056217933e-06,3.574076539744883e-08
1880304,C,0.44419,2.5919861842504373e-07,7.794202284341529e-07,1.0035184540414937e-07,2.23967767372567e-08,3.7286582718654894e-08
1904293,C,0.44623,6.042173191235011e-09,2.5553517406201876e-08,2.538923042633693e-06,1.923541931312055e-06,3.7778478540772624e-08
1340539,C,0.44766,3.3967292003001034e-08,6.763459256961054e-07,2.5996010464272288e-05,4.360600021089671e-05,3.8125209578913975e-08
1862183,C,0.44864,4.14546280659921e-07,8.652981034442749e-07,8.736948823029632e-08,7.627689610495178e-08,3.8363744124238825e-08
1389177,C,0.44895,4.441987511647567e-08,1.5274069720156188e-07,1.470491984556842e-05,1.0309526734628336e-05,3.8439353801839155e-08
1330964,C,0.45085,5.611639826104252e-08,1.368140631133443e-06,1.023338867319054e-09,1.5857078850356702e-09,3.8904394134931894e-08
1390164,C,0.45102,6.072040187696135e-08,2.3281538458239894e-07,6.253859359152539e-07,1.0924381031620698e-06,3.8946139289945974e-08
1392400,C,0.45205,8.072404615994446e-08,1.5305836864411836e-06,3.2832718495277565e-08,7.548117947554387e-08,3.91995444929173e-08
1262084,C,0.4536,1.1532936690819612e-05,1.6804790651544338e-05,1.0685786893733367e-07,1.3505373857016894e-07,3.95824311441889e-08
1512067,C,0.45394,3.942844454190893e-08,1.5247846946526297e-07,3.020138168544461e-06,4.569555654646039e-06,3.966666804862421e-08
1900865,C,0.45405,9.328730469423925e-08,5.825296778624809e-07,2.717166753038707e-05,0.0001482618532835,3.9693940335023764e-08
1306360,C,0.45478,1.7703395646973149e-07,9.86925622198407e-07,1.774204234032916e-07,8.433340877976293e-08,3.987516662359164e-08
1366475,C,0.45546,3.5273103547434486e-08,1.7799808356025362e-07,7.07811233816384e-09,8.635862810085414e-09,4.0044351474756554e-08
1310963,C,0.45919,1.6683366891895913e-07,1.9298706517347436e-07,1.0356159262986068e-08,7.078013044083213e-09,4.0978750594615235e-08
1253180,C,0.46154,2.525544864421664e-07,1.865671532476567e-06,1.4178772105722924e-07,1.9905502766600805e-07,4.1572980518207066e-08
1252970,C,0.46198,1.955254507876e-08,7.984937642679645e-08,3.183725338105049e-08,4.2194206034652297e-08,4.1684716011401495e-08
1889211,C,0.46351,2.4870638798562865e-05,9.59916272118155e-05,3.734586884633607e-09,2.832554442550747e-09,4.20744180889895e-08
1699105,C,0.4659,2.656504645534139e-07,5.773757066891402e-07,1.4350916201068626e-05,3.735789262452024e-05,4.2686796722731714e-08
1854103,C,0.4668,8.302395954401302e-06,1.4673056258607383e-05,8.990351205913796e-09,8.140383429424967e-09,4.291854628549337e-08
1254671,C,0.47065,1.354713735337022e-06,8.073522286453585e-06,1.2440328073163564e-09,4.406995786976126e-10,4.39170017603604e-08
1299758,C,0.47241,1.44563610597215e-06,3.973543008940594e-06,1.3995109139879295e-09,1.1839619769972627e-09,4.4377262376311736e-08
1265134,C,0.47304,2.456965536279746e-07,3.41254548322021e-06,4.196927142973632e-07,1.7315476520682134e-07,4.4542597880275415e-08
1936171,C,0.47336,7.711213137767242e-08,1.3769585066269735e-06,2.2925192778164368e-08,3.4172954893302985e-08,4.4626695551288156e-08
1261173,C,0.47377,1.6738234604700465e-06,3.617323876555428e-06,3.511068393609146e-07,5.265059290270768e-07,4.4734561604560474e-08
1702112,C,0.47547,2.6350430823705885e-10,7.507910100326166e-10,1.6603512236738622e-08,2.861565251825008e-08,4.5201450510979336e-08
1257775,C,0.47598,8.83913453084247e-08,2.50584481350494e-07,1.0094237759914495e-07,1.601909868143592e-07,4.5356343054271247e-08
1252513,C,0.47767,2.122625543510049e-07,3.1839191465941236e-06,8.948001429773318e-09,1.7211929900872846e-08,4.5871507963481654e-08
1562077,C,0.47842,5.32849773183087e-07,2.6005755420835583e-06,5.521007779163474e-07,8.802241573389359e-07,4.610106344462149e-08
1318052,C,0.48068,3.210915321363567e-07,2.179337064558402e-06,4.8623046863297435e-08,1.661290119143482e-07,4.67962551240285e-08
1309323,C,0.48309,4.908547458412346e-08,1.3410278201929596e-07,2.8795474505568082e-08,3.368607593938579e-08,4.7543319750400137e-08
1257335,C,0.4841,4.275242433837017e-06,7.5848377233650944e-06,4.8119452798838434e-08,6.077906077680559e-08,4.7858164115326146e-08
1285539,C,0.48417,1.6996565122024004e-05,2.542943027703356e-05,3.6778756392984915e-07,4.53332226199673e-07,4.788002351423055e-08
1878288,C,0.48449,9.15211124196884e-06,2.0630126177242033e-05,2.137126106390022e-07,4.2060676602918465e-07,4.7980015754328736e-08
1332689,C,0.48766,1.0391184264863249e-07,9.805901191301284e-07,5.5703293597280406e-09,2.803889384501673e-09,4.8976198310983585e-08
1319840,C,0.4897,3.657083504239026e-07,8.29161875544668e-07,1.962930379614195e-06,2.3895530222971993e-06,4.9622687720736725e-08
