CID,sample,row_index,region,zHD,MU,MUERR,PROBIA,HOST_RA,HOST_DEC,HOST_LOGMASS,clipped,cluster_targeted,cluster_tier_ok,kappa_raw,kappa_ext,kappa_gal_ext,kappa_cl_ext,gamma,dmu_pred,zbin,rand_mean,rand_sig,n_rand_ok,area_frac,area_flag,frac_nir,hr
13135,SDSS,745,4,0.10361,19.0808,0.123462,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.029715685375666656
20064,SDSS,746,4,0.10374,18.9549,0.194592,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.09908393573476476
13038,SDSS,747,4,0.10507,19.1765,0.234634,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.09304706741162844
18697,SDSS,748,4,0.10661,19.0081,0.193664,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.10903635091526115
20625,SDSS,749,4,0.10707,19.2094,0.14869,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.0822917758878921
3256,SDSS,750,4,0.10711,19.1765,0.208727,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.04852657562225088
21034,SDSS,752,4,0.10774,19.2454,0.178023,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.10383989385070064
7147,SDSS,754,4,0.10908,19.1486,0.130417,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.021610286677482715
18650,SDSS,756,4,0.11259,19.3684,0.160952,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.12469367303099671
18612,SDSS,757,4,0.11388,19.1346,0.193044,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.13557404306176596
8719,SDSS,758,4,0.1165,19.2878,0.157601,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.03526894616148385
5395,SDSS,759,4,0.11653,19.3772,0.18377,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.053531920799070154
2561,SDSS,760,4,0.1176,19.3197,0.23811,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.02524245149679788
16259,SDSS,761,4,0.11792,19.3558,0.212712,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.004530624925944528
1371,SDSS,762,4,0.11818,19.1627,0.124156,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.19369807410836887
5549,SDSS,764,4,0.12014,19.3428,0.198366,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.05192126949978276
12860,SDSS,765,4,0.12058,19.5396,0.250808,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.13635670844647035
19953,SDSS,767,4,0.12207,19.3415,0.15559,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.09038565039288587
18835,SDSS,769,4,0.12278,19.4323,0.14204,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.01311820226842658
2916,SDSS,770,4,0.12316,19.3437,0.273311,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.10893068921318177
16021,SDSS,771,4,0.12357,19.3634,0.159899,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.09698908845452098
13894,SDSS,772,4,0.12377,19.5479,0.332272,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.08373512930882027
6406,SDSS,774,4,0.12393,19.3974,0.143276,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,-0.0697813574504133
19543,SDSS,775,4,0.12405,19.582,0.21988,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.11255868575621247
13044,SDSS,776,4,0.12472,19.5086,0.12294,1.0,-9.0,-9.0,,False,False,True,8.752250730235348e-06,-0.00042121654634160013,-6.562829114502797e-05,-0.0003555882551965723,0.0001385048821794405,0.0009180836008685786,0.125,0.0004299687970718355,0.00019439721139473203,200,1.0,False,0.0,0.026578340502957876
15459,SDSS,777,4,0.1256,19.8887,0.297722,1.0,-9.0,-9.0,,False,False,True,8.886040346783734e-06,-0.0004276260975179532,-6.716538875395958e-05,-0.00036046070876399373,0.0001385048821794405,0.0009321776664847812,0.125,0.00043651213786473694,0.00019712169747823977,200,1.0,False,0.0,0.3902513208305292
2992,SDSS,778,4,0.12623,19.2426,0.292103,1.0,-9.0,-9.0,,False,False,True,9.026519444159545e-06,-0.0004343561262531242,-6.877934124333783e-05,-0.00036557678500978656,0.0001385048821794405,0.0009469764353817947,0.125,0.00044338264569728376,0.00019998240786592305,200,1.0,False,0.0,-0.2675424532332508
16069,SDSS,779,4,0.12706,19.5595,0.258272,1.0,-9.0,-9.0,,False,False,True,9.211595080384814e-06,-0.0004432226720470794,-7.090565960235991e-05,-0.00037231701244471967,0.0001385048821794405,0.0009664732261508751,0.125,0.00045243426712746423,0.00020375128028144216,200,1.0,False,0.0,0.03403511609696591
744,SDSS,780,4,0.1271,19.4319,0.279584,1.0,-9.0,-9.0,,False,False,True,9.220514388154702e-06,-0.0004436499754588361,-7.100813277628863e-05,-0.0003726418426825476,0.0001385048821794405,0.0009674128305252884,0.125,0.0004528704898469908,0.0002039329126870093,200,1.0,False,0.0,-0.0943009306929527
14871,SDSS,781,4,0.1272,19.4899,0.157206,1.0,-9.0,-9.0,,False,False,True,9.242812657579438e-06,-0.0004447182339882285,-7.126431571111063e-05,-0.000373453918277118,0.0001385048821794405,0.0009697618414613225,0.125,0.00045396104664580794,0.00020438699370092732,200,1.0,False,0.0,-0.03814009356556641
18855,SDSS,782,4,0.12732,19.5311,0.174841,1.0,-9.0,-9.0,,False,False,True,9.26957058088911e-06,-0.0004460001442234989,-7.157173523289691e-05,-0.00037442840899060213,0.0001385048821794405,0.0009725806545845626,0.125,0.00045526971480438805,0.00020493189091762878,200,1.0,False,0.0,0.0008547077313386126
22075,SDSS,783,4,0.1292,19.5017,0.148545,1.0,-9.0,-9.0,,False,False,True,9.688778046074063e-06,-0.00046608340457607246,-7.638797440754938e-05,-0.0003896954301685232,0.0001385048821794405,0.0010167420601819989,0.125,0.00047577218262214653,0.00021346861397928665,200,1.0,False,0.0,-0.06284025466249704
1032,SDSS,784,4,0.12921,19.5873,0.211075,1.0,-9.0,-9.0,,False,False,True,9.691007873016533e-06,-0.0004661902304290115,-7.641359270103155e-05,-0.0003897766377279801,0.0001385048821794405,0.0010169769612756018,0.125,0.000475881238302028,0.00021351402208067837,200,1.0,False,0.0,0.02257858474534641
5751,SDSS,785,4,0.1295,19.58,0.248982,1.0,-9.0,-9.0,,False,False,True,9.755672854348256e-06,-0.00046928818016424897,-7.71565232120152e-05,-0.0003921316569522339,0.0001385048821794405,0.0010237890929901,0.125,0.00047904385301859723,0.00021483085702104053,200,1.0,False,0.0,0.01003066054911256
18415,SDSS,786,4,0.12958,19.5899,0.140171,1.0,-9.0,-9.0,,False,False,True,9.77351146988804e-06,-0.00047014278698776266,-7.736146955987274e-05,-0.0003927813174278901,0.0001385048821794405,0.001025668301738927,0.125,0.00047991629845765073,0.0002151941218321749,200,1.0,False,0.0,0.01848490408478637
18809,SDSS,787,4,0.13169,19.549,0.13184,1.0,-9.0,-9.0,,False,False,True,1.0244004954749871e-05,-0.0004926830419579379,-8.276692948461562e-05,-0.0004099161124733225,0.0001385048821794405,0.0010752324324892406,0.125,0.0005029270469126878,0.00022477523122584395,200,1.0,False,0.0,-0.06024679409655692
