CID,sample,HOST_RA,HOST_DEC,zHD,HOST_LOGMASS,MU,MUERR,PROBIA,clipped,cluster_targeted
01334448,DES3_Shallow,34.489563,-4.862434,0.51674045194065,10.66,42.13568745080554,0.24764216622310736,1.0,False,False
01334470,DES3_Shallow,35.053696,-4.9472,0.5187526227877535,2.0,42.22886890091072,0.17280480577724555,1.0,False,False
01334620,DES3_Shallow,35.752945,-6.264184,0.19613709134467183,10.35,39.97832645223624,0.1200914531367896,1.0,False,False
01334644,DES3_Shallow,35.107216,-5.772545,0.2880474158785653,11.22,40.770461220996616,0.12334753601894245,1.0,False,False
01334645,DES3_Shallow,36.379593,-5.878989,0.23121913437211838,10.45,40.14836841261047,0.11132464293174225,1.0,False,False
01335472,DES3_Shallow,9.555312,-44.049526,0.49892552087483555,10.12,42.13041752868805,0.1414891740322568,1.0,False,False
01335564,DES3_Shallow,35.128132,-6.446471,0.6076912457276791,9.3,42.669604605534076,0.20362186123566312,1.0,False,False
01335694,DES3_Shallow,42.845043,-0.648467,0.25911109622809203,10.97,40.394238849425385,0.11366095324618732,1.0,False,False
01335868,DES3_Shallow,55.0891,-26.512669,0.6194153602058086,2.0,42.850880430740304,0.19498883520828295,1.0,False,False
01336008,DES3_Shallow,10.321224,-43.886227,0.43797187618852695,9.83,41.707499701709665,0.1290228086248211,1.0,False,False
01336009,DES3_Shallow,8.916194,-44.893734,0.34155157047584517,9.63,41.35668541071996,0.12684979409196764,1.0,False,False
01336453,DES3_Shallow,40.96975,-1.229276,0.1848269833681515,9.33,39.772058664744215,0.11217589823768821,1.0,False,False
01336480,DES3_Shallow,41.724587,-1.164557,0.25599062454997146,10.48,40.67875752514749,0.12442422948236107,1.0,False,False
01336687,DES3_Shallow,35.605808,-6.149859,0.23370339874873092,8.58,40.36479326165632,0.11087709139419293,1.0,False,False
01337117,DES3_Shallow,10.181539,-43.644898,0.5538818672690595,8.81,42.09306499264714,0.13728839297200224,1.0,False,False
01337228,DES3_Shallow,7.524775,-43.03413,0.578825525673117,10.34,42.70022433705655,0.2303646475382017,1.0,False,False
01337272,DES3_Shallow,34.128422,-5.680552,0.5027485806389085,8.6,42.1971131411609,0.1689365238112923,1.0,False,False
01337325,DES3_Shallow,35.135029,-4.652505,0.6386543772982449,2.0,43.021544523793665,0.19639813658146785,1.0,False,False
01337649,DES3_Shallow,43.404419,0.510183,0.24912661621513288,8.68,40.420313915732656,0.11162742183432317,1.0,False,False
01337687,DES3_Shallow,55.047089,-26.975626,0.3195263794466887,8.4,41.073729361915724,0.11204421829615349,1.0,False,False
01337703,DES3_Shallow,54.883587,-26.724333,0.5334428191518148,10.58,42.06325051913487,0.16496516074557335,1.0,False,False
01337838,DES3_Shallow,35.49601,-6.498196,0.3119398549227126,8.42,40.972807781741764,0.11226332081041705,1.0,False,False
01338128,DES3_Shallow,8.083662,-43.740833,0.31174270158502027,9.27,41.09204866650533,0.1231969797690578,1.0,False,False
01338170,DES3_Shallow,6.669886,-42.964066,0.38895914084429806,9.89,41.45087255853774,0.149408350479227,1.0,False,False
01338233,DES3_Shallow,35.122704,-5.529291,0.5979929419018641,10.98,42.80682093990014,0.2894111873813158,1.0,False,False
01338266,DES3_Shallow,34.905033,-5.869125,0.6476490039816962,8.96,43.089405070681806,0.2079886777974524,1.0,False,False
01338278,DES3_Shallow,34.429966,-4.976041,0.5639005351686628,9.92,42.5434321308432,0.20182537698364833,1.0,False,False
01338387,DES3_Shallow,40.451336,-0.368567,0.5838151569343106,2.0,42.53123089903878,0.16295203120607682,1.0,False,False
01338430,DES3_Shallow,40.63932,-1.254658,0.5088798053090855,10.78,42.09226986548141,0.15061421601946773,1.0,False,False
01338471,DES3_Shallow,41.291645,-1.564907,0.5308819646711598,10.12,42.48114350896493,0.23417394461441104,1.0,False,False
01339002,DES3_Shallow,35.830547,-6.526311,0.3025544598941461,10.87,40.82032145974071,0.13750858010590183,1.0,False,False
01339149,DES3_Shallow,35.555027,-5.871708,0.4678114234720747,10.0,41.80177504396674,0.15676804795999122,1.0,False,False
01339392,DES3_Shallow,54.124462,-28.569849,0.18046918021161296,10.29,39.3911592450236,0.12870905731288917,1.0,False,False
01339450,DES3_Shallow,53.621021,-29.169039,0.5505268182766645,11.04,42.25158208347593,0.24480119813450027,1.0,False,False
01340454,DES3_Shallow,54.753906,-27.843153,0.4209903175925114,9.91,41.62606641329411,0.13671312374087233,1.0,False,False
01341370,DES3_Shallow,8.963905,-44.676697,0.4089993657821307,8.65,41.74676051433511,0.1447752893735536,1.0,False,False
01341894,DES3_Shallow,35.302509,-4.65022,0.31212595162317625,10.0,41.018613038492006,0.13128369262369663,1.0,False,False
01342255,DES3_Shallow,40.743481,-0.267406,0.21409745307043515,10.02,40.01376770444525,0.11584466283401333,1.0,False,False
01343337,DES3_Shallow,54.559166,-28.709869,0.3389225911319462,9.83,41.22382665995438,0.14332226941336978,1.0,False,False
01343401,DES3_Shallow,34.572121,-5.654875,0.382857752781391,10.74,41.36264546478191,0.15417006795154295,1.0,False,False
01343533,DES3_Shallow,7.358388,-42.267349,0.36796478208256644,10.76,41.57125612057022,0.21117605335600625,1.0,False,False
01343871,DES3_Shallow,43.502541,-0.370269,0.6378614217424781,8.74,43.157647015223,0.22624926915716323,1.0,False,False
01344692,DES3_Shallow,35.183895,-6.02737,0.3794758021695521,11.06,41.534001303201,0.25023033389677957,1.0,False,False
01345553,DES3_Shallow,35.344692,-4.667977,0.31892135278819844,10.03,41.17245955441103,0.1327430368039668,1.0,False,False
01345582,DES3_Shallow,33.706467,-4.67474,0.45876994054960374,9.91,41.98768158506248,0.18852752918027954,1.0,False,False
01345594,DES3_Shallow,33.898705,-5.599823,0.42240999538006463,11.19,41.6673790185717,0.19148500479203712,1.0,False,False
01346137,DES3_Shallow,53.259174,-26.85409,0.36346693579086065,10.09,41.396047496196296,0.1446714991744124,1.0,False,False
01346956,DES3_Shallow,54.343502,-28.826429,0.33352056063631386,2.0,41.10852338950357,0.13247491120270866,1.0,False,False
01346966,DES3_Shallow,55.340694,-29.14934,0.33554555521407337,9.56,41.114794718946385,0.12406974399155375,1.0,False,False
b010,ESSENCE,37.666758333333334,-8.194574722222221,0.5857853721710147,10.0,42.830141650989724,0.29348321304076225,1.0,False,False
b013,ESSENCE,37.836437499999995,-8.603726111111111,0.42591444196882056,10.0,41.761013780188236,0.22980787707542305,1.0,False,False
b016,ESSENCE,352.54035416666665,-9.583835833333334,0.3234342853472898,10.0,41.43942596500433,0.2663195189538834,1.0,False,False
b017,ESSENCE,352.43395416666664,-9.609585555555556,0.2585110724983306,10.0,40.553198653206266,0.2162709580309821,1.0,False,False
b020,ESSENCE,31.170995833333333,-5.161313055555555,0.4247473012812337,10.0,41.6569969020246,0.3255766634494419,1.0,False,False
b022,ESSENCE,31.863687499999994,-3.8390955555555557,0.5266655088863712,10.0,42.8569937637298,0.2965830296242278,1.0,False,False
c015,ESSENCE,37.50224583333333,-8.606266944444444,0.35596038772435445,10.0,42.26316891414992,0.2541765546349844,1.0,False,False
d033,ESSENCE,351.3501958333333,-9.433516388888888,0.5241927355030782,10.0,42.3343684536247,0.20277334745695091,1.0,False,False
d058,ESSENCE,16.99382916666667,0.05053277777777778,0.5822986628335332,10.0,42.10801994102729,0.3312089369576836,1.0,False,False
d083,ESSENCE,37.33832916666667,-9.03763611111111,0.3319779821394666,10.0,40.610513759818076,0.20158154861997057,1.0,False,False
d084,ESSENCE,37.21225,-9.166132500000002,0.5208309384979912,10.0,42.54869751491263,0.32812111041759423,1.0,False,False
d085,ESSENCE,351.9924875,-8.95324638888889,0.40333320429256725,10.0,41.701891968416646,0.2363632041333017,1.0,False,False
d086,ESSENCE,351.75710000000004,-9.401270277777778,0.20257448799850564,10.0,40.00659762010755,0.20170415199429476,1.0,False,False
d089,ESSENCE,37.11903333333334,-8.145814444444442,0.42289725420952373,10.0,41.784202798921456,0.22712937958131144,1.0,False,False
d093,ESSENCE,37.4673,-8.541154166666667,0.3619546097109614,10.0,41.54380796189831,0.20889084117993714,1.0,False,False
d097,ESSENCE,37.97747916666667,-8.596835833333333,0.432912347562709,10.0,41.88895872797352,0.22052927653061435,1.0,False,False
d117,ESSENCE,37.778483333333334,-8.760148611111111,0.2960130705315247,10.0,41.12270307133761,0.22428974196205004,1.0,False,False
d149,ESSENCE,32.72494583333334,-4.430398888888889,0.33785072245286485,10.0,41.216394959421415,0.20855837584912748,1.0,False,False
e132,ESSENCE,32.31478750000001,-3.5947250000000004,0.24292078741961887,10.0,40.509752447886484,0.1997221940189169,1.0,False,False
e136,ESSENCE,32.77706250000001,-3.798860833333334,0.3598297187074109,10.0,41.57202336765596,0.21677551062021996,1.0,False,False
e138,ESSENCE,38.4458,-8.606150277777777,0.6097904449161933,10.0,42.558453430026034,0.3341894939252909,1.0,False,False
e140,ESSENCE,37.7670375,-8.18238972222222,0.6047733454614017,10.0,42.45888648890575,0.2523187120700767,1.0,False,False
e147,ESSENCE,37.76105,-8.664141388888888,0.6397501084702362,10.0,42.982134743103686,0.20655929235261963,1.0,False,False
e148,ESSENCE,37.83733333333333,-8.603943055555556,0.42591446410107126,10.0,41.98000577240521,0.21536547347866075,1.0,False,False
e149,ESSENCE,37.89386666666667,-8.61290611111111,0.4898672055770905,10.0,42.51187923344102,0.23697080491879816,1.0,False,False
f011,ESSENCE,32.581270833333335,-4.992239722222222,0.5346816617829064,10.0,42.541289964453284,0.20008810793410414,1.0,False,False
f041,ESSENCE,17.0364125,0.4526611111111112,0.556325685874058,10.0,42.58820335603343,0.20468151429937562,1.0,False,False
f123,ESSENCE,32.488675,-3.540724722222223,0.5246798168642237,10.0,42.41241484426453,0.3139131524294149,1.0,False,False
f235,ESSENCE,18.041808333333336,0.3309075000000001,0.41549267874646256,10.0,41.78498237182471,0.22438769909554251,1.0,False,False
f244,ESSENCE,36.94705833333333,-7.562838888888889,0.5427960046880207,10.0,42.573699040581545,0.2073679245004891,1.0,False,False
g001,ESSENCE,352.43895,-8.910096388888888,0.26349984406027915,10.0,40.58012959628995,0.20665394802249287,1.0,False,False
g005,ESSENCE,352.1133208333333,-8.6152975,0.21655285814131964,10.0,40.133178300188135,0.20531445430653317,1.0,False,False
g050,ESSENCE,352.5838083333333,-9.975193888888889,0.6031074350335759,10.0,42.81486288832656,0.31056781285339097,1.0,False,False
g052,ESSENCE,351.7422416666667,-9.622040555555555,0.3823632125087766,10.0,41.49255620509499,0.2359146188040958,1.0,False,False
g053,ESSENCE,351.7412916666667,-9.62194,0.6309688478018229,10.0,43.01606492247372,0.3604978895409839,1.0,False,False
g097,ESSENCE,351.90485000000007,-9.589178055555555,0.3414117361818132,10.0,41.24893799752501,0.22304325754630053,1.0,False,False
g120,ESSENCE,18.37072916666667,0.5878275,0.5044023834831273,10.0,41.94240140834185,0.2451163921315832,1.0,False,False
g142,ESSENCE,352.15713750000003,-8.751096666666667,0.40233306876641484,10.0,41.797073384603316,0.28266502605977983,1.0,False,False
g160,ESSENCE,37.83309583333333,-8.82270861111111,0.5058550491284619,10.0,42.23186548575128,0.2579824108249405,1.0,False,False
g230,ESSENCE,17.984641666666665,0.12428916666666665,0.39051915339017285,10.0,42.19043527373155,0.2977322007134812,1.0,False,False
g240,ESSENCE,352.6742625,-8.5696925,0.6869943362775286,10.0,42.87746611183563,0.3128336681321899,1.0,False,False
h283,ESSENCE,31.112520833333335,-4.879497777777778,0.4936837341332021,10.0,42.313833588809956,0.26785737104462254,1.0,False,False
h300,ESSENCE,37.919500000000006,-8.817604722222223,0.6547441215317171,10.0,42.96882375241567,0.3146222556053313,1.0,False,False
h311,ESSENCE,351.13609999999994,-8.684326111111112,0.7579073030839674,10.0,43.51483842377555,0.39519688154418486,1.0,False,False
h319,ESSENCE,32.200904166666675,-4.436199722222222,0.488709472758589,10.0,42.44090459964954,0.23979978924556283,1.0,False,False
h323,ESSENCE,37.453320833333336,-8.34607638888889,0.5967725637580008,10.0,42.56736344417648,0.2881035182232258,1.0,False,False
h359,ESSENCE,32.1618125,-5.136618055555554,0.34683535774650376,10.0,41.66573600750529,0.21354179383353622,1.0,False,False
h363,ESSENCE,31.60428333333333,-4.634454166666667,0.20994134709126322,10.0,40.21907781976998,0.20573680661563543,1.0,False,False
h364,ESSENCE,37.4247625,-8.730411111111113,0.34296945438525617,10.0,41.24847234350077,0.2061471456886638,1.0,False,False
k411,ESSENCE,351.54908750000004,-8.838154166666667,0.5631413669892724,10.0,42.634211039310834,0.26887118267754845,1.0,False,False
k425,ESSENCE,18.409058333333334,-0.46084583333333334,0.2686567337013641,10.0,40.746184258414,0.20999277821440374,1.0,False,False
k429,ESSENCE,37.01295833333333,-7.708237777777779,0.1710880850435077,10.0,39.691441739625006,0.2022758906319098,1.0,False,False
k430,ESSENCE,18.384925,0.6209597222222223,0.5743282404936323,10.0,42.5881022258689,0.32166855774871705,1.0,False,False
k432,ESSENCE,351.6921666666667,-8.761779166666667,0.7039734732901939,10.0,43.332597528061626,0.3902359917952692,1.0,False,False
k441,ESSENCE,37.575154166666664,-8.37362361111111,0.6697199856552165,10.0,42.91292452906504,0.27896801769459156,1.0,False,False
k448,ESSENCE,17.2014,0.013735833333333333,0.4074898064083947,10.0,42.142440127308426,0.32648928245588393,1.0,False,False
k467,ESSENCE,37.799170833333335,-7.7928122222222225,0.6057705876858441,10.0,43.21458949872306,0.2943474667027493,1.0,False,False
k490,ESSENCE,37.60133333333333,-7.889148611111111,0.7146824472790898,10.0,42.75402241281803,0.3303625504990369,1.0,False,False
m001,ESSENCE,17.091708333333337,-0.0962927777777778,0.2856194697877432,10.0,40.793392895515595,0.22728384007669078,1.0,False,False
m027,ESSENCE,17.31255416666667,0.1374436111111111,0.28761950945073234,10.0,41.26620941139167,0.2601510523243437,1.0,False,False
m039,ESSENCE,37.01931666666667,-7.712325833333333,0.24702910065060646,10.0,40.42038933090828,0.22724386194906246,1.0,False,False
m062,ESSENCE,17.4704625,0.6052830555555555,0.3125933768214286,10.0,41.16040189266787,0.2505305763251454,1.0,False,False
m087,ESSENCE,38.404183333333336,-8.459017222222224,0.286031958012283,10.0,40.755575880817744,0.25545952768167424,1.0,False,False
m158,ESSENCE,351.01475,-9.388407500000001,0.45926874242935933,10.0,42.44023130300437,0.30023064367108887,1.0,False,False
m193,ESSENCE,37.21749583333334,-7.702711944444444,0.3289694799768823,10.0,41.005213271280454,0.22825455749863344,1.0,False,False
n246,ESSENCE,18.637808333333332,-0.4397733333333333,0.7041997244415104,10.0,42.50123536679838,0.3940531848165791,1.0,False,False
n256,ESSENCE,37.03755,-7.797115555555555,0.629732238569312,10.0,43.019032939899034,0.2562572272619775,1.0,False,False
n258,ESSENCE,31.67644166666667,-4.376939444444444,0.5176722097412447,10.0,42.58174646032289,0.2605124391864936,1.0,False,False
n263,ESSENCE,31.312275,-4.944190833333334,0.36679989249888423,10.0,41.28974568214211,0.20994828201606872,1.0,False,False
n278,ESSENCE,352.073125,-9.386766666666666,0.3024565677312314,10.0,40.85208888441913,0.21375494559316166,1.0,False,False
n285,ESSENCE,350.96398750000003,-8.388473055555556,0.529176683250381,10.0,42.19612944532111,0.302266274821497,1.0,False,False
n322,ESSENCE,37.25202916666667,-9.048053333333334,0.7686405709344031,10.0,43.836561071146676,0.4251923034053536,1.0,False,False
n326,ESSENCE,352.49412500000005,-8.886796666666667,0.2625009709816941,10.0,40.655114332009354,0.23974228064463304,1.0,False,False
n404,ESSENCE,37.880970833333336,-8.919864444444444,0.28402529959799994,10.0,40.78879166589746,0.20294826200278246,1.0,False,False
n406,ESSENCE,37.831670833333334,-8.752718611111112,0.7686546099321914,10.0,43.523874610289496,0.3201340134004507,1.0,False,False
p425,ESSENCE,352.48412083333335,-8.573444444444442,0.4562682096888915,10.0,42.595730862735124,0.3449381063688443,1.0,False,False
p444,ESSENCE,31.650687499999997,-3.6926705555555555,0.631567796784452,10.0,42.93073074181709,0.33657596615459595,1.0,False,False
p445,ESSENCE,18.3106125,0.8132386111111111,0.8050809213896892,10.0,43.79577266265427,0.3738731076532992,1.0,False,False
p454,ESSENCE,32.13525416666667,-3.5595113888888887,0.6895282608192435,10.0,42.95752829737749,0.2945847097865716,1.0,False,False
p455,ESSENCE,32.75005833333334,-4.1604447222222225,0.29588594594165274,10.0,40.863098491318524,0.20756406611097722,1.0,False,False
p459,ESSENCE,32.58367500000001,-4.553733333333334,0.700536347487636,10.0,42.344322025411536,0.3666099872433416,1.0,False,False
p524,ESSENCE,37.542316666666665,-8.880793333333333,0.5098453344808607,10.0,42.570399182344104,0.2654303387553638,1.0,False,False
q002,ESSENCE,31.303937500000004,-3.650200833333334,0.34581155476736214,10.0,41.045671015250406,0.2624234752257456,1.0,False,False
q006,ESSENCE,32.71781666666667,-3.9609372222222223,0.28889038233882247,10.0,41.329960792752075,0.2508076456989559,1.0,False,False
q008,ESSENCE,38.6765875,-8.511079166666667,0.2860380006647554,10.0,40.58945450901274,0.20660673810177854,1.0,False,False
q014,ESSENCE,37.5432875,-8.115026111111112,0.2680257659046412,10.0,40.78362641178055,0.2115015141247825,1.0,False,False
q018,ESSENCE,37.912570833333334,-8.301436111111112,0.26903366683227925,10.0,40.61538683236875,0.21318743710996543,1.0,False,False
q021,ESSENCE,38.43299583333334,-8.097236111111112,0.3589754450029876,10.0,41.49740597527517,0.24137350391032505,1.0,False,False
q022,ESSENCE,18.016145833333336,-0.024734722222222224,0.22469663834339393,10.0,40.39461066225286,0.21340713430179084,1.0,False,False
q048,ESSENCE,18.798570833333333,-0.46754194444444447,0.4384830661725869,10.0,41.606151674105774,0.2817531475705998,1.0,False,False
q049,ESSENCE,38.01087916666667,-9.12255027777778,0.41892725420202837,10.0,41.92704123193826,0.2503663885431936,1.0,False,False
q054,ESSENCE,37.72624166666667,-8.961688333333333,0.32599038645554,10.0,41.17580162960339,0.2087613032281336,1.0,False,False
q067,ESSENCE,37.65549166666666,-7.951260555555555,0.18209305412315224,10.0,39.501599908075484,0.2061209928502986,1.0,False,False
q069,ESSENCE,17.881216666666667,0.4094897222222223,0.26065514360808417,10.0,40.33810783676125,0.21982876200326315,1.0,False,False
q075,ESSENCE,37.907291666666666,-8.111138333333333,0.4269120826247028,10.0,41.8662621624282,0.24231072533872475,1.0,False,False
q102,ESSENCE,18.805825,0.39925333333333335,0.4334851710712231,10.0,41.78701046901814,0.22756230242641434,1.0,False,False
q106,ESSENCE,37.5704625,-8.679818055555558,0.4738721158190695,10.0,42.195437458119784,0.25086805132997325,1.0,False,False
q107,ESSENCE,32.262675,-3.474397777777778,0.6505648400562036,10.0,42.79522627154488,0.3230655239345788,1.0,False,False
q108,ESSENCE,31.479333333333336,-4.014782222222222,0.6215743858226541,10.0,42.45066084831541,0.38855385436757783,1.0,False,False
q112,ESSENCE,17.1832375,-0.5268313888888889,0.635247516353769,10.0,42.93743809888635,0.32721239690463183,1.0,False,False
q114,ESSENCE,17.202758333333332,0.28953194444444447,0.6851906671418928,10.0,42.666132343065826,0.33969227415348313,1.0,False,False
q125,ESSENCE,16.951633333333334,-0.10984833333333331,0.34755105014983223,10.0,41.404310938465734,0.21981093496003906,1.0,False,False
r185,ESSENCE,17.950991666666663,-0.4971052777777778,0.17774729014352952,10.0,39.6645725243888,0.21496321367632024,1.0,False,False
r186,ESSENCE,31.626300000000004,-4.091820277777778,0.31184990021760495,10.0,40.55343964417598,0.2049594102910028,1.0,False,False
r190,ESSENCE,32.542608333333334,-4.736818055555555,0.35383487568589067,10.0,41.5740798333335,0.21562206639507053,1.0,False,False
r193,ESSENCE,38.3728625,-8.503299722222222,0.6117862555751836,10.0,43.19974873118903,0.2731198503585502,1.0,False,False
r195,ESSENCE,32.46383333333333,-3.7257,0.5406664243958481,10.0,42.23022918498238,0.27394777295376943,1.0,False,False
r199,ESSENCE,38.06646666666667,-8.8095375,0.40893398923679447,10.0,41.77001469351798,0.24868662260482696,1.0,False,False
r206,ESSENCE,18.700208333333336,0.11093611111111112,0.6082997539622976,10.0,42.72681218217642,0.2985645568444199,1.0,False,False
r207,ESSENCE,32.04857500000001,-3.8611750000000002,0.5586419648820473,10.0,42.20531339704287,0.2734063132176101,1.0,False,False
r209,ESSENCE,32.0543375,-3.772760277777777,0.4437417347573993,10.0,41.78154147743051,0.22245515778025252,1.0,False,False
r212,ESSENCE,32.5934125,-3.552574722222223,0.6520721795077176,10.0,42.98783498365627,0.35220269109537394,1.0,False,False
r213,ESSENCE,32.64083333333334,-4.067734722222221,0.32585754361940267,10.0,41.113061986265194,0.20530914826172664,1.0,False,False
r230,ESSENCE,38.454800000000006,-8.987713333333334,0.2590564141878402,10.0,40.63804520407324,0.1995804446347051,1.0,False,False
r311,ESSENCE,17.729879166666667,-0.46452472222222224,0.7970841283453916,10.0,42.81530200270573,0.47513627209761855,1.0,False,False
r317,ESSENCE,18.352741666666667,0.8577102777777779,0.7341569340785563,10.0,43.054546083721334,0.43732206918761174,1.0,False,False
r318,ESSENCE,31.796945833333336,-3.9522061111111113,0.21993293054883045,10.0,39.98021896068151,0.2199282332022076,1.0,False,False
r322,ESSENCE,31.059033333333332,-4.671839722222222,0.5126645936628196,10.0,42.34929180328419,0.23050104804765556,1.0,False,False
s340,ESSENCE,17.34701666666667,0.7117536111111112,0.5293587014211465,10.0,42.3216718255039,0.29171679461957517,1.0,False,False
s346,ESSENCE,17.322008333333336,-0.6744352777777779,0.2686427786647203,10.0,41.26884915404476,0.24257480755860075,1.0,False,False
s347,ESSENCE,16.96933333333333,0.46535916666666666,0.3115880212286437,10.0,41.265431483933114,0.23652190074759472,1.0,False,False
s349,ESSENCE,17.322070833333335,0.15316361111111113,0.2136988338253225,10.0,40.37895599881525,0.22097357075173948,1.0,False,False
s350,ESSENCE,31.893279166666673,-4.001160277777778,0.6805327501170186,10.0,42.86569607901801,0.2993925864295103,1.0,False,False
s351,ESSENCE,32.3085,-4.6199916666666665,0.7265073201831505,10.0,42.92847042170692,0.3850253929091217,1.0,False,False
s354,ESSENCE,31.543675,-5.089722222222222,0.5576385258377068,10.0,42.92725838924996,0.2779464564860053,1.0,False,False
s355,ESSENCE,31.400079166666668,-5.146186666666666,0.6685384476530045,10.0,42.96592615408968,0.28602414853767993,1.0,False,False
s370,ESSENCE,37.48555833333334,-7.997458333333334,0.43889237539403947,10.0,42.1142410772205,0.23404716911051632,1.0,False,False
s372,ESSENCE,32.10107083333333,-3.4590655555555556,0.7055128567415452,10.0,43.551457550158815,0.3331623514742041,1.0,False,False
s373,ESSENCE,32.699729166666664,-4.41582,0.6495822129900819,10.0,43.61725154273391,0.31428425157277506,1.0,False,False
s374,ESSENCE,38.89260416666667,-8.572796944444445,0.7556934159450979,10.0,43.02222827868941,0.36834058841057155,1.0,False,False
s377,ESSENCE,17.225945833333334,0.2990305555555556,0.3974998568329322,10.0,41.2777284711475,0.2325251744181096,1.0,False,False
s379,ESSENCE,17.68900416666667,0.5678911111111111,0.1907268376952167,10.0,39.94612080007956,0.20518507491516336,1.0,False,False
s380,ESSENCE,32.2502,-5.1282741666666665,0.6345886281866271,10.0,42.234005631339464,0.3499375795262007,1.0,False,False
x017,ESSENCE,18.3158375,-0.025396666666666668,0.421491797726971,10.0,41.262631794431634,0.3001566616634622,1.0,False,False
x020,ESSENCE,32.372508333333336,-3.5930705555555558,0.648569981548516,10.0,43.21100251119448,0.49067994945863935,1.0,False,False
x025,ESSENCE,18.671883333333337,0.7810622222222222,0.35356637673942237,10.0,41.197532624401276,0.22026147762373702,1.0,False,False
x028,ESSENCE,18.695391666666666,0.28521611111111106,0.5983095165835612,10.0,42.63202788795231,0.3129289412073983,1.0,False,False
x033,ESSENCE,17.4972875,-0.018596388888888888,0.4034985749098787,10.0,41.72403920901027,0.23853835889365413,1.0,False,False
x034,ESSENCE,32.739925,-5.0068858333333335,0.5296896841528145,10.0,41.870410658219996,0.27017019388302216,1.0,False,False
x055,ESSENCE,37.602537500000004,-8.298444722222222,0.34846638869206514,10.0,40.353306663173385,0.2133993551114566,1.0,True,False
x066,ESSENCE,32.7692125,-4.197237777777778,0.3278590246405002,10.0,41.02041024343093,0.2225128720429652,1.0,False,False
x071,ESSENCE,32.54098333333333,-4.663706111111111,0.4857209163159626,10.0,42.38818360344602,0.23517175889592096,1.0,False,False
x077,ESSENCE,37.59975,-9.227735,0.5188423821555461,10.0,42.22903738012799,0.24800888153036116,1.0,False,False
x080,ESSENCE,17.770466666666668,-0.2620455555555556,0.3705386984230403,10.0,41.58553076357853,0.30701436678431254,1.0,False,False
x085,ESSENCE,37.42525416666667,-9.034792222222222,0.6337486969137429,10.0,43.06209410474183,0.37376805489920867,1.0,False,False
x093,ESSENCE,37.429725000000005,-9.115258611111113,0.4992523953645407,10.0,42.34911778851394,0.5103823607068751,1.0,False,False
x107,ESSENCE,37.34727083333333,-7.874357222222223,0.1451153241454577,10.0,39.24736773850922,0.2102832425891005,1.0,False,False
y125,ESSENCE,31.305525000000003,-5.028448611111111,0.3098502058649615,10.0,41.02374209683887,0.20207053115598295,1.0,False,False
y127,ESSENCE,37.143254166666665,-8.397080833333334,0.5508005326315972,10.0,42.5802681591794,0.26955827068499755,1.0,False,False
y134,ESSENCE,16.992329166666668,0.4636033333333333,0.31558403952919556,10.0,41.11247303476161,0.2197601341485801,1.0,False,False
y136,ESSENCE,37.52980416666667,-8.719265000000002,0.51883699169031,10.0,42.64675497888291,0.3327265045731641,1.0,False,False
y137,ESSENCE,17.835483333333336,-0.20539527777777775,0.3725373086861503,10.0,41.460321888424424,0.21309270209592154,1.0,False,False
y142,ESSENCE,37.554770833333336,-9.2609775,0.5807942719271146,10.0,42.20122374083499,0.2354336215540281,1.0,False,False
y143,ESSENCE,31.850550000000002,-3.8653405555555556,0.4617221329773824,10.0,42.16544583870537,0.22439170066577205,1.0,False,False
y145,ESSENCE,17.63314583333333,0.5970650000000001,0.5503412970173374,10.0,42.53235551787883,0.25079307705371273,1.0,False,False
y151,ESSENCE,32.564704166666665,-4.0684625,0.582634479614266,10.0,42.46771045944458,0.2657670624372935,1.0,False,False
y154,ESSENCE,32.40352083333333,-4.864522222222222,0.6525751575260195,10.0,43.24012389214657,0.26371140946473076,1.0,False,False
y158,ESSENCE,31.62867083333333,-4.165290833333334,0.48469882334517367,10.0,42.289908100109564,0.22458924407285738,1.0,False,False
y163,ESSENCE,31.521666666666672,-4.027071666666667,0.6285693260996805,10.0,42.23207866592769,0.38322857957888123,1.0,False,False
y175,ESSENCE,38.73935416666667,-8.06608861111111,0.41194241111954777,10.0,41.39277932450505,0.23966138980533008,1.0,False,False
y177,ESSENCE,38.32931666666667,-8.541726944444445,0.3050165701996106,10.0,40.84203290757182,0.20285758144152244,1.0,False,False
z180,ESSENCE,17.72919166666667,-0.3814436111111111,0.45644693633491684,10.0,41.66334794692231,0.20939928238215158,1.0,False,False
z181,ESSENCE,31.81889166666667,-4.706444722222222,0.6185893802843139,10.0,42.864342134849224,0.2717705127420428,1.0,False,False
z183,ESSENCE,18.594733333333334,1.1293422222222222,0.28563620155204994,10.0,40.72041449025444,0.20018707660251,1.0,False,False
z185,ESSENCE,18.799975,-0.03566305555555556,0.40551620788665876,10.0,41.98169542604879,0.22521436547463664,1.0,False,False
z187,ESSENCE,18.121708333333338,0.2836697222222222,0.29462265706204405,10.0,40.85635922890863,0.1976937623670931,1.0,False,False
z200,ESSENCE,18.67994166666667,0.9076825000000001,0.4534602691398615,10.0,42.12244458697653,0.23577482718419474,1.0,False,False
z202,ESSENCE,31.088833333333337,-3.9030444444444448,0.21992000755292507,10.0,39.880028270135995,0.19881429697654765,1.0,False,False
z203,ESSENCE,32.17329583333333,-3.5695908333333333,0.24891283229063177,10.0,42.308079023281216,0.25726848882698994,1.0,True,False
